# logA n_s H0 omega_b omega_cdm m_ncdm w0_fld wa_fld tau_reio weight loglikelihood
2.74371254e+00 1.08864658e+00 9.21857356e+01 1.87032874e-02 2.97452357e-01 5.63684260e-01 -1.66024835e+00 1.43492417e+00 2.68663007e-01 1.38287528e-101 -2.37157019e+02
3.68587141e+00 1.08014099e+00 8.79459705e+01 1.47976078e-02 3.22105229e-01 1.76953798e-01 -1.52771766e+00 5.50640418e-01 2.04991410e-01 1.84246866e-101 -2.37050353e+02
1.69334959e+00 1.08500090e+00 7.84931514e+01 1.69902945e-02 2.08094885e-01 9.15642950e-02 -1.44612958e+00 -1.76185889e+00 9.59992378e-02 2.27631974e-101 -2.36749775e+02
2.68377645e+00 1.03546040e+00 9.72611090e+01 2.73682638e-02 3.79471366e-01 1.96949980e+00 -1.73682206e+00 1.17532958e+00 2.24370902e-01 2.67962061e-101 -2.36698287e+02
2.93477034e+00 9.77445839e-01 8.40891501e+01 2.93061091e-02 8.13540271e-02 1.34888884e+00 -9.24956300e-01 -1.88896855e-01 7.98918140e-02 2.76751484e-101 -2.36680645e+02
1.91945112e+00 8.82254219e-01 9.10886777e+01 2.33938697e-02 4.27467269e-01 1.43329955e-01 -1.27237648e+00 -3.61660852e-02 1.70356750e-01 4.75339134e-101 -2.35800227e+02
2.59706114e+00 1.00553263e+00 9.32455797e+01 2.38397281e-02 6.77309744e-02 1.56824433e+00 -1.44930626e+00 -1.31355268e+00 3.49007509e-01 7.07955194e-101 -2.35694887e+02
2.62466140e+00 9.47844792e-01 6.66431771e+01 1.70622525e-02 1.68399344e-01 9.03616615e-01 -1.16995757e+00 7.57356757e-01 3.69143445e-01 9.42107728e-101 -2.35267336e+02
2.19957268e+00 1.01981662e+00 4.85007345e+01 1.68016608e-02 1.42329356e-03 1.15039110e+00 -2.58340750e-01 -7.40696506e-02 4.87687804e-01 1.27074796e-100 -2.35057989e+02
3.86720162e+00 1.08272802e+00 6.04921834e+01 2.57304611e-02 7.79216949e-02 1.31730966e+00 -1.27613397e-01 -6.36608172e-01 6.69745834e-01 1.46518233e-100 -2.34969608e+02
2.81498474e+00 8.03603209e-01 6.33595250e+01 2.55771952e-02 9.99776430e-02 5.26427576e-01 -5.17314873e-01 -1.01724238e+00 1.48722706e-01 1.72625721e-100 -2.34737524e+02
3.86582889e+00 1.02037003e+00 7.53436058e+01 1.52873248e-02 2.09313917e-01 1.13612198e+00 -1.55759065e+00 -1.66754569e+00 3.44916511e-01 2.25578597e-100 -2.34439250e+02
3.34055820e+00 1.17178664e+00 9.99162598e+01 1.88287133e-02 3.46373625e-01 3.35926346e-01 -1.59648447e+00 -3.04215400e-01 2.40159487e-01 2.97691405e-100 -2.34174114e+02
2.47029851e+00 1.15673277e+00 9.47759785e+01 2.36671753e-02 3.79923952e-01 1.03573650e+00 -1.05427365e+00 -1.23052155e+00 3.98968588e-01 3.63515315e-100 -2.34023843e+02
2.02800448e+00 1.12386362e+00 8.75495508e+01 2.95141841e-02 3.41995361e-01 1.13086123e+00 -9.88022492e-01 5.98923104e-01 2.40697292e-01 4.88587280e-100 -2.33614655e+02
3.17456351e+00 9.48204078e-01 9.18677119e+01 1.75273597e-02 1.20922288e-01 9.19573606e-01 -1.21159449e+00 -1.92321346e+00 4.82385642e-01 6.65885182e-100 -2.33373574e+02
3.81783115e+00 1.16988907e+00 8.69009654e+01 1.60882437e-02 2.77949636e-01 1.82747754e+00 -1.69066962e+00 -8.69569830e-01 6.00578838e-02 8.67923965e-100 -2.33086695e+02
2.31880857e+00 9.95064283e-01 9.80113144e+01 2.53905036e-02 4.49745102e-01 1.61011760e-01 -1.55622658e+00 1.05028670e+00 1.02995381e-02 1.11376962e-99 -2.32862779e+02
1.90246675e+00 9.79293022e-01 7.20963798e+01 2.37228554e-02 1.55833089e-02 8.39574692e-01 -1.28563341e+00 1.09564469e+00 6.62035000e-01 1.91029550e-99 -2.32124465e+02
2.71293971e+00 1.04952125e+00 7.20031824e+01 3.17969961e-02 2.04541862e-01 9.17818125e-01 -5.18645967e-01 -7.03771356e-01 5.32352555e-01 3.82864349e-99 -2.31447451e+02
3.39869806e+00 1.15063324e+00 9.01952042e+01 9.52622719e-03 2.63723131e-01 3.90142379e-01 -1.95540717e+00 -8.11508258e-01 1.25843158e-01 1.19672567e-98 -2.30132808e+02
3.09468667e+00 8.84125181e-01 7.79024869e+01 1.99847043e-02 2.23388114e-01 1.51361970e+00 -1.40300127e+00 -1.22392702e+00 4.99896893e-02 1.97922799e-98 -2.30035458e+02
3.33246176e+00 1.10594309e+00 8.34958237e+01 1.92125355e-02 3.23359324e-01 3.57815273e-01 -1.54481311e+00 1.42732397e+00 3.67330356e-01 2.87755776e-98 -2.29459721e+02
2.12779432e+00 1.19960590e+00 8.73407095e+01 2.10344736e-02 3.23330193e-01 1.30205735e+00 -1.49370598e+00 6.68483768e-01 2.76771419e-01 5.42912796e-98 -2.28790104e+02
3.10720545e+00 1.13844971e+00 9.05620504e+01 1.40975000e-02 9.57100111e-02 7.17269256e-01 -1.48692313e+00 -1.98320921e+00 3.35678419e-01 7.44183503e-98 -2.28716344e+02
2.40585643e+00 1.19229685e+00 8.57269167e+01 1.91899268e-02 1.08077453e-01 4.62600152e-01 -1.40598349e+00 -1.61687112e+00 3.79431361e-01 7.78917805e-98 -2.28693641e+02
2.23609151e+00 9.53652632e-01 8.73897110e+01 2.67762042e-02 3.53815251e-01 1.74847463e+00 -5.84558073e-01 -1.48535907e+00 3.38578942e-01 8.04450144e-98 -2.28648228e+02
3.39528670e+00 1.16845855e+00 7.89574560e+01 2.44922886e-02 2.85044843e-01 1.49551300e-01 -5.40227615e-01 -2.15239708e-01 1.76073465e-01 9.71047724e-98 -2.28336840e+02
2.25282532e+00 1.07973522e+00 8.69982478e+01 1.38390116e-02 2.35028987e-01 2.48891778e-01 -9.83729989e-01 -1.93764382e+00 2.16756850e-01 1.17257356e-97 -2.28245034e+02
3.83914581e+00 9.28914216e-01 7.73493689e+01 2.00150871e-02 1.37945085e-01 1.34637678e+00 -1.66444367e+00 -2.75050993e-01 3.03080937e-01 2.03126756e-97 -2.27403768e+02
2.52238799e+00 9.54701331e-01 7.45855833e+01 2.08535236e-02 3.16227959e-01 2.10553693e-01 -4.10891330e-01 -1.62448420e+00 2.87712760e-01 7.75469384e-97 -2.25905344e+02
2.71116316e+00 8.49462107e-01 7.75667496e+01 1.30816218e-02 2.03910303e-01 1.28309373e-01 -5.72012402e-01 -1.96911337e+00 1.59880681e-01 2.19803271e-96 -2.24999168e+02
2.80710142e+00 1.02803854e+00 7.22035621e+01 3.26931184e-02 1.92373292e-01 4.46339302e-01 -4.23654439e-01 1.03590013e-01 1.16299845e-01 3.38314724e-96 -2.24846087e+02
3.77959179e+00 1.03127057e+00 7.67966140e+01 2.97206922e-02 8.70117723e-02 5.15815086e-01 -5.88505795e-01 -6.70475094e-01 1.46996755e-01 3.94026664e-96 -2.24690482e+02
2.60608262e+00 8.45328381e-01 7.05514414e+01 1.63592553e-02 2.32979442e-01 1.66613076e+00 -3.91690761e-01 -1.80578396e+00 2.18606127e-01 4.33497782e-96 -2.24645611e+02
2.85602389e+00 1.19600003e+00 8.92197651e+01 2.75390283e-02 9.36556404e-02 4.02764734e-01 -1.52995703e+00 4.55982706e-01 4.88145620e-01 4.95692688e-96 -2.24429498e+02
2.34570057e+00 1.10604724e+00 8.13995392e+01 2.97025658e-02 5.99439210e-02 1.24381171e+00 -1.08045987e+00 -8.27203128e-01 5.25352379e-01 6.40274565e-96 -2.24139090e+02
1.66560871e+00 9.30485540e-01 7.91998894e+01 3.19890446e-02 5.92669623e-02 1.02292564e+00 -1.17969471e+00 9.59890280e-02 1.00759416e-01 1.12143818e-95 -2.23412670e+02
3.17066332e+00 8.72192938e-01 8.12272405e+01 2.77467479e-02 2.16398538e-01 1.81950875e+00 -9.11544371e-01 6.78731603e-01 5.10276621e-01 2.01446035e-95 -2.22899597e+02
1.97600300e+00 1.12966445e+00 9.23920927e+01 1.48769274e-02 2.58371761e-01 9.19690168e-01 -1.96985525e+00 1.32157159e+00 2.08534661e-01 2.52538809e-95 -2.22891502e+02
3.58767722e+00 1.16575886e+00 9.34811685e+01 3.18632338e-02 3.21861381e-01 3.93960781e-01 -4.72687599e-01 -1.49117678e+00 4.88654039e-01 3.03368928e-95 -2.22556707e+02
2.62338574e+00 9.17196241e-01 8.06781827e+01 1.71228762e-02 2.62056711e-01 2.01031532e-01 -1.61691328e+00 -1.03847714e+00 5.52229476e-02 4.00900928e-95 -2.22316478e+02
2.44294629e+00 1.17927704e+00 7.71616102e+01 1.52299787e-02 8.63670361e-02 1.89832660e+00 -1.02694309e+00 -4.75651020e-01 2.90397346e-01 6.22904912e-95 -2.21739153e+02
2.22572955e+00 1.02806943e+00 8.31990869e+01 1.42029807e-02 7.44977562e-02 9.14431567e-01 -1.79214549e+00 -2.13326637e-01 2.13767825e-01 1.00581559e-94 -2.21316333e+02
2.26808454e+00 1.00323426e+00 8.76340213e+01 3.13266276e-02 2.86432646e-01 1.94053495e+00 -1.12472041e+00 1.17268910e+00 2.31492119e-01 1.34315952e-94 -2.21121787e+02
2.80337624e+00 9.44105377e-01 8.31910465e+01 2.83954057e-02 2.90138410e-01 1.37287024e+00 -5.84304448e-01 -4.68995001e-01 5.48892187e-01 1.86859109e-94 -2.20689029e+02
3.47829198e+00 8.65837691e-01 9.79296587e+01 2.75508800e-02 3.18832941e-01 1.99358000e+00 -8.71919383e-01 -1.89502702e+00 3.63244611e-01 3.12507477e-94 -2.20122087e+02
1.78478723e+00 1.15557407e+00 9.35851630e+01 2.87725491e-02 4.18094337e-01 7.32577861e-01 -1.27937452e+00 7.77079344e-02 3.03177686e-01 7.05535572e-94 -2.19187795e+02
2.92940268e+00 1.06116945e+00 7.02614065e+01 3.19724990e-02 4.58988915e-02 6.89181874e-01 -8.55603002e-01 -6.71366664e-02 1.39840704e-02 1.20522485e-93 -2.18862741e+02
1.91729479e+00 9.76737676e-01 9.09998708e+01 2.64807396e-02 2.83462811e-01 3.08486567e-01 -1.85999782e+00 3.56607193e-01 1.86292785e-01 1.49087209e-93 -2.18736115e+02
2.71243608e+00 8.43678081e-01 8.35729024e+01 2.52755686e-02 3.91435640e-01 1.14300544e-01 -4.47216908e-01 -1.31403368e+00 4.59058212e-01 1.79614833e-93 -2.18496493e+02
2.62122460e+00 9.03803046e-01 9.96543018e+01 1.81315148e-02 2.20270052e-01 6.11589226e-01 -1.37175528e+00 -1.83817598e+00 3.19617001e-01 2.83548779e-93 -2.17894053e+02
2.91622105e+00 8.39404566e-01 8.13624577e+01 2.12767204e-02 4.07169004e-02 1.96299582e+00 -1.14902896e+00 -2.95414586e-01 4.83524216e-01 4.56719306e-93 -2.17490228e+02
1.92705687e+00 8.72772016e-01 9.51903346e+01 3.08218306e-02 3.31616883e-01 3.35911099e-01 -1.93282036e+00 1.54394635e+00 2.49485733e-01 7.98089503e-93 -2.16837830e+02
2.46827064e+00 1.18988191e+00 8.26614154e+01 3.08814769e-02 2.38972034e-01 4.54359844e-01 -1.19127013e+00 -2.15972573e-01 4.73080464e-01 1.59248573e-92 -2.16124575e+02
2.33346793e+00 1.15506126e+00 8.10835693e+01 2.49541729e-02 3.57289234e-01 5.83014580e-01 -4.74351789e-01 -1.97007303e+00 3.62872191e-01 3.66192929e-92 -2.15235358e+02
2.88539024e+00 9.04564409e-01 8.62272502e+01 1.69810123e-02 3.13670755e-01 5.40850061e-01 -1.70980338e+00 -1.59907024e+00 1.02725265e-01 1.44446379e-91 -2.13714360e+02
2.84002317e+00 1.01980022e+00 9.04965501e+01 1.49325754e-02 2.18034025e-01 1.76515489e+00 -1.86652708e+00 5.72211734e-01 3.12210874e-01 2.55478282e-91 -2.13566435e+02
2.93124828e+00 9.38738826e-01 8.14938220e+01 2.63944357e-02 2.33186207e-01 9.29012814e-03 -1.14318169e+00 -9.23084042e-01 4.36185040e-01 2.74946089e-91 -2.13558041e+02
3.54995477e+00 8.10584974e-01 6.79533338e+01 1.71832065e-02 1.94897258e-01 2.05341260e-01 -7.20035702e-01 -1.79016135e+00 9.70968774e-02 3.49001231e-91 -2.13130727e+02
2.29490377e+00 8.52550235e-01 8.99377569e+01 2.17080535e-02 3.82434492e-01 5.70064453e-01 -8.50107287e-01 -1.94836800e+00 7.42840474e-02 4.33403687e-91 -2.13076291e+02
2.08104866e+00 9.67862398e-01 7.09599279e+01 1.79084872e-02 1.41233240e-01 1.99029606e-01 -1.21958962e+00 -1.89391763e-01 2.53958578e-02 1.22626897e-90 -2.11567801e+02
3.60344248e+00 1.04897396e+00 9.87984874e+01 3.24938834e-02 4.33923079e-01 7.45033760e-01 -1.55327348e+00 7.74930441e-01 4.78854335e-01 2.28628923e-90 -2.11319790e+02
3.43439372e+00 9.13933206e-01 7.70378871e+01 2.37140581e-02 2.40789549e-01 6.89384635e-01 -9.22434502e-01 -1.82889971e+00 2.84727392e-01 3.42238750e-90 -2.10806745e+02
3.18477861e+00 1.09886684e+00 8.34947227e+01 2.77596125e-02 1.57333917e-01 7.61979585e-01 -1.65848412e+00 8.15859366e-01 2.59932487e-01 5.62460471e-90 -2.10316555e+02
2.56826150e+00 9.31662685e-01 9.45656811e+01 2.42278919e-02 3.49643701e-01 1.13575615e+00 -1.88108162e+00 1.71866110e+00 2.70228411e-01 8.77147504e-90 -2.09898035e+02
1.74898902e+00 9.10705608e-01 6.59077561e+01 1.19937909e-02 2.15531967e-01 8.39310603e-01 -6.48013247e-01 -1.85283421e+00 2.27420609e-01 1.61820663e-89 -2.09172944e+02
1.90199603e+00 1.13463204e+00 8.80755596e+01 2.43800514e-02 3.18489091e-01 1.24224119e+00 -1.37908646e+00 -1.74870376e+00 2.13335057e-01 3.19672946e-89 -2.08511274e+02
2.15697556e+00 9.08417108e-01 9.03031389e+01 2.39655628e-02 2.08078574e-01 5.90155207e-02 -1.87971072e+00 2.94839476e-01 1.18019758e-01 4.93192981e-89 -2.08215957e+02
2.61457775e+00 1.11950908e+00 9.70451220e+01 2.76852160e-02 1.39096534e-01 2.54705846e-01 -1.30762145e+00 -1.75398066e+00 8.67832642e-02 5.73791471e-89 -2.08183093e+02
1.72890569e+00 8.36873302e-01 6.04639397e+01 2.10316348e-02 1.08103322e-01 5.05066557e-01 -7.33579762e-01 5.88487175e-01 4.24622786e-01 5.95362431e-89 -2.08138382e+02
1.85864757e+00 9.85038995e-01 9.42381276e+01 2.61182132e-02 3.66581568e-01 1.81993604e+00 -1.29274157e+00 -1.79425297e+00 3.17533836e-01 7.31905107e-89 -2.07794974e+02
2.52264666e+00 1.06875467e+00 9.98251175e+01 2.18574089e-02 3.99543622e-01 5.92519706e-01 -1.49770987e+00 -1.94005583e+00 3.83740524e-01 8.97242970e-89 -2.07699952e+02
3.13608700e+00 1.16481695e+00 8.50201950e+01 2.21754865e-02 2.44872418e-01 1.99904031e+00 -1.63815009e+00 -1.22487469e+00 3.50967353e-01 9.38019768e-89 -2.07699833e+02
2.20254937e+00 1.02931701e+00 8.38061329e+01 1.39153033e-02 2.32989489e-01 1.82540098e+00 -1.96752151e+00 -8.22570225e-01 3.84578714e-02 9.45592554e-89 -2.07679973e+02
2.79897598e+00 9.13010372e-01 8.77471277e+01 2.75277906e-02 3.15833012e-01 9.60749916e-01 -1.53798866e+00 1.46061203e+00 3.68487415e-01 1.24629174e-88 -2.07200450e+02
3.50119852e+00 8.81284389e-01 7.39547690e+01 9.47374338e-03 8.42882614e-02 3.48836598e-01 -1.44380110e+00 -8.05600618e-01 1.90410248e-01 1.54636289e-88 -2.07187609e+02
1.91800318e+00 9.10783102e-01 9.39994843e+01 3.20043831e-02 3.65810711e-01 4.07504383e-01 -6.95580778e-01 -5.05553307e-01 2.33984324e-01 1.82600044e-88 -2.06886543e+02
3.35976227e+00 8.85349671e-01 7.78849710e+01 1.76728285e-02 8.77813660e-02 1.65636108e+00 -7.02930958e-01 -1.99692932e+00 1.16454187e-01 2.51141833e-88 -2.06551527e+02
3.74384653e+00 1.16113975e+00 7.47352824e+01 8.58953426e-03 2.04204466e-01 3.00107741e-01 -1.52207923e+00 1.35889429e+00 8.31511534e-02 3.15889426e-88 -2.06401492e+02
2.98235010e+00 1.13557567e+00 9.87480972e+01 2.86853365e-02 3.09248507e-01 4.79660472e-01 -1.31437600e+00 8.68968494e-01 4.84457880e-01 4.73775306e-88 -2.05815790e+02
1.75988053e+00 1.17215940e+00 9.63192772e+01 1.12480239e-02 2.33876369e-01 1.85265220e-01 -1.92106456e+00 -1.21421659e-01 2.14510698e-01 9.86239706e-88 -2.05006179e+02
2.05700708e+00 9.97551095e-01 8.89063753e+01 2.95481031e-02 4.11088158e-01 2.73301174e-01 -7.86667388e-01 -1.23126237e+00 1.78081332e-02 1.45968248e-87 -2.04872528e+02
3.27449950e+00 1.01761479e+00 8.98175165e+01 2.95534636e-02 3.78946141e-01 1.08184851e+00 -9.96320978e-01 -1.07014111e+00 1.64070389e-01 1.62964513e-87 -2.04779592e+02
2.48970369e+00 8.19144929e-01 8.76657832e+01 1.98317719e-02 5.22621884e-02 7.87368681e-01 -1.79116472e+00 1.84815383e+00 5.73013686e-01 3.40431702e-87 -2.03680788e+02
3.68170352e+00 1.14894881e+00 9.93409733e+01 2.17406122e-02 1.37157688e-01 1.15905902e+00 -1.39285760e+00 -1.48604392e+00 2.48597738e-02 7.38585723e-87 -2.03039783e+02
1.66898403e+00 9.67783382e-01 7.63287412e+01 2.13703218e-02 9.65815143e-02 1.61419119e+00 -1.25914465e+00 -1.72939885e+00 3.32821767e-01 1.10198877e-86 -2.02790952e+02
3.04068495e+00 9.21043873e-01 9.04224229e+01 2.56101539e-02 2.90898558e-01 7.48161644e-02 -1.90388991e+00 1.22326629e+00 4.68340192e-01 1.65685011e-86 -2.02271465e+02
2.02353077e+00 8.08356276e-01 7.63825099e+01 1.45461137e-02 5.95389316e-02 3.75180220e-01 -1.40601448e+00 1.33433650e+00 6.36659596e-02 2.20552056e-86 -2.02151726e+02
3.74016300e+00 9.96733736e-01 6.62800487e+01 1.73907687e-02 1.62834063e-01 1.37695725e+00 -7.00155265e-01 2.27712020e-01 1.03475007e-01 3.22855829e-86 -2.01581856e+02
2.65724150e+00 9.70794057e-01 8.13959318e+01 2.43565726e-02 2.11835233e-01 1.81485003e+00 -8.52138199e-01 2.20246579e-02 1.81059310e-01 4.77938851e-86 -2.01302509e+02
1.96880581e+00 9.41862783e-01 7.94906104e+01 7.76386074e-03 2.39863008e-01 3.58123647e-01 -1.76219111e+00 -1.31238355e-01 6.84673362e-02 7.42863120e-86 -2.00751356e+02
2.91688596e+00 1.14860565e+00 6.97581030e+01 1.74420524e-02 8.55880987e-02 1.90602304e+00 -7.10661350e-01 -3.02499362e-01 4.47513395e-01 9.58520201e-86 -2.00714102e+02
2.36800823e+00 8.58454038e-01 8.64017018e+01 1.93719300e-02 2.76399696e-01 8.18410408e-01 -1.56494708e+00 1.54984066e+00 2.57305094e-01 1.11736805e-85 -2.00456834e+02
3.11028257e+00 1.01094819e+00 9.03377938e+01 2.38488056e-02 1.57695271e-01 4.16994697e-02 -1.87786081e+00 9.10389247e-01 2.64013074e-01 1.46602572e-85 -2.00170827e+02
3.37549080e+00 1.04348755e+00 9.53086287e+01 3.19156301e-02 1.71905878e-01 1.34511114e+00 -1.98045887e+00 5.36568824e-01 5.95221839e-01 1.74182309e-85 -2.00089361e+02
2.82541081e+00 8.56380581e-01 8.86980804e+01 2.60484562e-02 1.05027346e-01 1.85074992e+00 -1.80352596e+00 -4.65749795e-01 5.48401240e-01 2.23048070e-85 -1.99706943e+02
2.16408004e+00 1.01099666e+00 7.55979954e+01 2.09747236e-02 6.28370957e-02 1.37622650e+00 -6.47457992e-01 -1.88917826e+00 6.28010739e-01 4.26119189e-85 -1.98909354e+02
1.96397452e+00 9.51885875e-01 8.64660127e+01 2.09265601e-02 3.17631012e-01 1.37851809e+00 -1.17917773e+00 -1.70163239e+00 1.34015482e-01 6.38181742e-85 -1.98746750e+02
2.32304527e+00 1.05673997e+00 9.88470779e+01 2.31258931e-02 4.05897676e-01 5.54729837e-01 -1.31329936e+00 -1.93778816e+00 3.69288619e-01 9.52081123e-85 -1.98178394e+02
3.21345583e+00 9.35683458e-01 8.23117713e+01 2.83754288e-02 2.34400543e-01 2.98486642e-01 -1.30350060e+00 1.34957603e+00 2.49518162e-01 1.60018686e-84 -1.97684888e+02
3.45949146e+00 1.05539547e+00 7.37992748e+01 9.34993101e-03 9.86240250e-02 3.73971386e-01 -1.67731298e+00 -4.30164743e-01 1.74867732e-01 2.58165285e-84 -1.97212725e+02
3.12023277e+00 8.23494436e-01 5.98118916e+01 1.77725287e-02 1.54338164e-01 3.90598710e-01 -2.75320486e-01 -5.13030629e-01 8.92717502e-02 3.75006679e-84 -1.96902885e+02
1.74839088e+00 8.27802870e-01 8.70585742e+01 2.20586164e-02 2.01445500e-01 1.95583209e+00 -1.85649440e+00 -1.74621248e+00 4.65010407e-01 4.80583929e-84 -1.96699074e+02
3.12649688e+00 1.13149114e+00 7.93667623e+01 2.85671119e-02 2.45185598e-01 1.22000546e+00 -9.71348842e-01 7.87387113e-01 1.70817691e-01 6.23658625e-84 -1.96390960e+02
3.07908457e+00 9.44167467e-01 8.87254655e+01 1.99342081e-02 3.18104067e-01 7.48085787e-01 -9.97313464e-01 -1.37826345e+00 9.58910158e-02 7.40197328e-84 -1.96329747e+02
2.05860898e+00 8.62833692e-01 9.19315001e+01 2.47159375e-02 2.10705909e-01 1.86803203e+00 -1.98378088e+00 -1.52378095e+00 4.81351792e-01 1.05673208e-83 -1.95755359e+02
2.93736260e+00 9.13768485e-01 7.03284504e+01 2.17335795e-02 1.98039300e-01 2.42373657e-01 -9.50793066e-01 8.60596010e-01 4.76135523e-02 1.56767692e-83 -1.95475122e+02
1.92702449e+00 8.59216916e-01 6.60087223e+01 1.71255167e-02 9.06478249e-02 6.96468775e-01 -9.36228757e-01 -9.95529177e-01 9.18230484e-02 1.82954537e-83 -1.95423514e+02
1.90264468e+00 8.85740648e-01 7.01584643e+01 8.32394159e-03 3.68852011e-02 1.97567409e+00 -1.89173441e+00 9.35733979e-03 9.03569401e-02 2.32884887e-83 -1.95026915e+02
3.07284848e+00 9.62706657e-01 8.55347894e+01 2.73409635e-02 6.55453703e-02 1.74202467e+00 -1.10860763e+00 -1.94499264e+00 7.47242333e-01 3.53727175e-83 -1.94591512e+02
2.84478058e+00 9.45314698e-01 7.51972563e+01 1.94968599e-02 2.64649594e-01 1.06393871e+00 -7.36676422e-01 -1.92289196e+00 3.85377043e-01 4.86466549e-83 -1.94352820e+02
2.04553780e+00 1.08976447e+00 8.49245110e+01 3.08369392e-02 7.44961285e-02 1.40136578e+00 -1.33380468e+00 -3.17035265e-01 3.49625895e-01 6.38133266e-83 -1.94052945e+02
3.18856897e+00 9.40829098e-01 9.48176274e+01 2.46360605e-02 3.46243803e-01 1.29108524e+00 -1.81800288e+00 4.79801612e-01 3.89748628e-01 8.14305145e-83 -1.93849210e+02
2.01016616e+00 8.05486172e-01 9.88692881e+01 2.23814115e-02 3.64559172e-01 1.05612590e+00 -1.66619735e+00 -1.20225957e+00 1.54591107e-02 1.16514933e-82 -1.93377233e+02
1.99706431e+00 1.04124940e+00 7.90627271e+01 1.44006705e-02 2.37021976e-01 4.19966584e-01 -1.25639287e+00 6.89810000e-01 1.78524405e-01 1.69068954e-82 -1.93069101e+02
3.69180180e+00 9.18803436e-01 8.76153572e+01 2.99007231e-02 2.83374659e-01 2.33632861e-01 -7.70041844e-01 9.47512873e-02 1.79164224e-01 2.10864633e-82 -1.92913798e+02
1.93862745e+00 1.12483126e+00 9.82454884e+01 3.25317267e-02 3.98614055e-01 9.13143944e-01 -1.55433266e+00 6.49229792e-02 3.14592438e-01 2.58830105e-82 -1.92664649e+02
3.22748879e+00 8.27372982e-01 8.05396103e+01 2.90018563e-02 2.39476544e-01 1.61116587e+00 -2.03451767e-01 -1.76304181e+00 2.38921732e-01 3.71412990e-82 -1.92220873e+02
1.66755881e+00 8.04988548e-01 9.44136285e+01 3.05224177e-02 2.39620711e-01 1.01702304e-01 -1.93902450e+00 1.43837294e+00 4.00285654e-01 4.52762315e-82 -1.92215719e+02
2.25722538e+00 8.94334175e-01 8.79048629e+01 2.70409175e-02 3.41351811e-02 1.79598264e+00 -1.51212097e+00 9.49387284e-01 5.05776365e-01 4.64943005e-82 -1.92164433e+02
3.18173813e+00 1.04042963e+00 6.57210412e+01 2.78265374e-02 5.57840390e-03 1.48272546e+00 -5.73123820e-01 -4.06265743e-01 6.34709685e-01 5.20641015e-82 -1.91992182e+02
2.48813100e+00 1.08980362e+00 8.86381602e+01 2.57390823e-02 8.55323719e-02 1.24000549e+00 -1.29586278e+00 -1.48650769e+00 3.43928337e-01 6.30209148e-82 -1.91782064e+02
3.25608039e+00 8.05038417e-01 7.66337679e+01 1.94349398e-02 2.54757623e-01 9.81965114e-01 -8.20154462e-01 -2.58440607e-01 2.26375578e-01 7.30020756e-82 -1.91685459e+02
2.15296213e+00 1.05743317e+00 8.36569303e+01 2.57534819e-02 2.60269078e-01 1.46163291e+00 -1.19947314e+00 1.22608861e+00 9.21765266e-02 8.58414623e-82 -1.91463949e+02
2.19552333e+00 1.11429529e+00 6.64832094e+01 2.40947897e-02 7.39011652e-02 1.31423571e+00 -1.12768014e+00 7.41475090e-01 4.76314953e-01 1.02773912e-81 -1.91314724e+02
3.09951914e+00 8.83371521e-01 7.56501076e+01 2.52917266e-02 4.79017795e-02 1.38087470e+00 -1.21586329e+00 -5.86795375e-02 5.75200167e-01 1.38825316e-81 -1.90896445e+02
1.62920786e+00 9.82322943e-01 8.84312621e+01 2.27484500e-02 2.48908803e-01 8.30444135e-01 -1.39434895e+00 1.34267056e+00 1.84088954e-02 1.86644782e-81 -1.90686338e+02
3.28147060e+00 1.08454380e+00 7.23819051e+01 3.16631639e-02 1.93809207e-01 4.53452137e-01 -2.72674864e-01 -4.63634608e-01 5.86766064e-02 2.19513146e-81 -1.90560951e+02
3.68753764e+00 8.89414312e-01 9.85494358e+01 2.16478957e-02 1.89142245e-01 2.23812435e-01 -1.56615079e+00 7.01438152e-01 4.04303908e-01 2.82291836e-81 -1.90206586e+02
2.94560291e+00 1.14486546e+00 8.89307820e+01 2.76729265e-02 1.81789509e-01 1.83802271e+00 -1.93135858e+00 5.42881327e-01 1.79912489e-01 3.61605564e-81 -1.90037628e+02
