# logA n_s H0 omega_b omega_cdm m_ncdm w0_fld wa_fld tau_reio weight loglikelihood
3.85705362e+00 9.96733165e-01 6.00245626e+01 1.22744923e-02 8.27674616e-02 1.06340288e+00 -4.24435949e-01 -1.78188047e+00 2.61036915e-01 9.08679712e-06 -3.08434946e+00
2.79619466e+00 1.12937144e+00 7.93884075e+01 3.23481117e-02 1.78489207e-01 4.32083301e-01 -4.43667317e-01 -1.74371279e+00 3.77949066e-01 9.06978360e-06 -3.08428311e+00
3.39001693e+00 1.14928713e+00 7.91858448e+01 3.21208283e-02 1.80009246e-01 3.86191678e-01 -4.11814779e-01 -1.83572558e+00 5.01155359e-01 9.05222579e-06 -3.08422892e+00
3.23489749e+00 8.05553720e-01 7.89282607e+01 3.12135784e-02 1.77786611e-01 4.26696892e-01 -4.40848367e-01 -1.79810665e+00 7.36911396e-01 9.03448227e-06 -3.08421120e+00
3.48411099e+00 1.09307547e+00 7.35565635e+01 2.95826669e-02 1.04060949e-01 1.83003088e+00 -4.51056915e-01 -1.74718513e+00 7.80577927e-01 9.01656190e-06 -3.08420396e+00
2.63059987e+00 1.13162697e+00 6.60485315e+01 1.84500508e-02 1.17428625e-01 6.86138038e-01 -3.92889206e-01 -1.85142204e+00 4.52886155e-01 8.99865377e-06 -3.08419142e+00
3.44824679e+00 1.04981853e+00 7.73515048e+01 3.26919081e-02 1.28885072e-01 1.68856412e+00 -4.47813704e-01 -1.86012045e+00 4.20492589e-01 8.98118115e-06 -3.08409512e+00
2.21532037e+00 8.82754511e-01 5.75058120e+01 8.00977173e-03 9.25453260e-02 5.34971722e-01 -4.51649510e-01 -1.69136512e+00 2.82557026e-02 8.96417351e-06 -3.08398641e+00
3.57079314e+00 1.04197191e+00 5.70813168e+01 9.66897964e-03 6.74706577e-02 1.23283319e+00 -4.32784636e-01 -1.75937742e+00 2.70526268e-01 8.94746861e-06 -3.08382963e+00
2.10880448e+00 9.32375934e-01 7.97127791e+01 3.01574930e-02 1.90193232e-01 1.30178047e-01 -4.73386917e-01 -1.70774824e+00 3.72521152e-01 8.93075526e-06 -3.08372977e+00
2.66278592e+00 1.18425498e+00 7.90775339e+01 3.21668663e-02 1.73943240e-01 5.14269437e-01 -4.58236627e-01 -1.67828547e+00 1.23925910e-01 8.91381421e-06 -3.08363109e+00
2.17828790e+00 1.15030065e+00 6.20475453e+01 1.30227668e-02 9.98815242e-02 8.39993535e-01 -4.24964886e-01 -1.96438933e+00 1.58377908e-01 8.89652998e-06 -3.08361561e+00
3.09846248e+00 8.91701634e-01 5.96128553e+01 1.09446871e-02 8.73205221e-02 9.30973857e-01 -4.36757474e-01 -1.90719312e+00 3.43429250e-01 8.88016876e-06 -3.08331661e+00
3.55622860e+00 1.15663731e+00 7.45739201e+01 3.04428550e-02 1.16105191e-01 1.66140730e+00 -4.02439157e-01 -1.90922326e+00 5.24861675e-01 8.86394379e-06 -3.08327713e+00
2.65067950e+00 1.10884345e+00 7.01367226e+01 2.16174627e-02 1.42841254e-01 4.34365738e-01 -4.22995165e-01 -1.80834127e+00 5.14155841e-01 8.84742565e-06 -3.08305113e+00
1.79724953e+00 1.04286363e+00 7.38747408e+01 2.63063374e-02 1.60698615e-01 3.62977518e-01 -3.89774162e-01 -1.87925312e+00 6.90278775e-01 8.83231541e-06 -3.08269980e+00
3.78080600e+00 1.11415964e+00 7.11886122e+01 2.46151596e-02 1.30680074e-01 8.60831377e-01 -4.14706104e-01 -1.80000174e+00 3.52825360e-01 8.81730442e-06 -3.08245711e+00
3.87817507e+00 1.18355641e+00 6.35440636e+01 1.44056900e-02 1.03219857e-01 7.93031608e-01 -4.78850631e-01 -1.73092429e+00 1.31319806e-01 8.80187698e-06 -3.08220621e+00
3.48925788e+00 8.36209901e-01 7.80012276e+01 3.26319904e-02 1.56523778e-01 9.80949487e-01 -3.94558280e-01 -1.94974651e+00 7.41519191e-01 8.78541614e-06 -3.08220489e+00
2.42455079e+00 1.15984361e+00 6.37938087e+01 1.77389551e-02 6.78884901e-02 1.97448388e+00 -4.05650390e-01 -1.97553422e+00 5.07626112e-01 8.76864052e-06 -3.08203283e+00
3.84215076e+00 9.71264046e-01 6.25600428e+01 1.25084612e-02 1.12832782e-01 4.27343234e-01 -4.79718649e-01 -1.65775036e+00 3.95715746e-01 8.75266935e-06 -3.08185500e+00
1.62889121e+00 8.70175093e-01 7.27855302e+01 2.78414076e-02 1.23133043e-01 1.23436507e+00 -4.00238045e-01 -1.84504721e+00 9.07811928e-02 8.73614633e-06 -3.08181593e+00
2.90264339e+00 1.19546791e+00 7.72047837e+01 3.00549738e-02 1.72610800e-01 3.83004692e-01 -4.04390364e-01 -1.85479055e+00 4.57464862e-01 8.71953953e-06 -3.08166448e+00
2.01186746e+00 9.28862849e-01 6.90524126e+01 2.15130262e-02 1.25888730e-01 7.93806963e-01 -4.29963909e-01 -1.81795973e+00 4.61402547e-01 8.72126142e-06 -3.08142103e+00
3.26291821e+00 1.02502182e+00 7.89282863e+01 2.88683667e-02 1.90110905e-01 6.51694363e-02 -4.69354342e-01 -1.72598715e+00 4.84488814e-01 8.72234102e-06 -3.08141690e+00
3.56051188e+00 9.07686182e-01 5.67955758e+01 9.18812752e-03 6.23397792e-02 1.34745278e+00 -4.68403783e-01 -1.66789754e+00 2.45353920e-01 8.72254457e-06 -3.08137435e+00
3.37083153e+00 9.70284060e-01 6.10505731e+01 1.32441522e-02 7.77724569e-02 1.28026203e+00 -4.79610169e-01 -1.68111291e+00 4.03252098e-01 8.72282413e-06 -3.08135280e+00
3.31575297e+00 1.02140717e+00 6.63990955e+01 2.16099079e-02 8.02167276e-02 1.81893868e+00 -3.90591662e-01 -1.88620987e+00 2.68653719e-01 8.72318075e-06 -3.08129259e+00
2.54910078e+00 9.64171758e-01 6.78258107e+01 1.58370168e-02 1.49823837e-01 2.70217560e-02 -4.35454323e-01 -1.88428045e+00 2.06333369e-01 8.72348758e-06 -3.08128246e+00
2.99040492e+00 1.18519441e+00 6.59004964e+01 1.62574888e-02 1.24610198e-01 4.17212010e-01 -4.37999670e-01 -1.80427686e+00 1.39344905e-01 8.72371406e-06 -3.08124067e+00
3.13467664e+00 1.00358787e+00 7.32188312e+01 2.70082119e-02 1.25220503e-01 1.23109547e+00 -4.63983907e-01 -1.73305482e+00 3.43793522e-01 8.72509092e-06 -3.08096684e+00
2.07667053e+00 8.32873049e-01 7.30186937e+01 2.70861588e-02 1.26186176e-01 1.27328527e+00 -4.08542819e-01 -1.94996186e+00 6.30808570e-01 8.72681448e-06 -3.08084561e+00
1.67580764e+00 1.10575067e+00 7.76797710e+01 2.76345775e-02 1.87227308e-01 1.69421100e-02 -4.52807189e-01 -1.69372449e+00 5.01588994e-01 8.72787227e-06 -3.08072443e+00
3.09871303e+00 9.14804639e-01 7.60021066e+01 3.10896717e-02 1.24193548e-01 1.55398036e+00 -4.82454787e-01 -1.68597078e+00 7.44248449e-01 8.72858511e-06 -3.08068226e+00
2.38063007e+00 1.03304638e+00 7.53064798e+01 3.19842218e-02 1.21471693e-01 1.61502658e+00 -3.94371519e-01 -1.88387009e+00 3.93249645e-01 8.72963928e-06 -3.08048291e+00
2.79511639e+00 1.09518146e+00 7.02270258e+01 1.86325229e-02 1.55769989e-01 2.06050006e-02 -4.45093013e-01 -1.80042946e+00 9.80747173e-02 8.73136797e-06 -3.08028625e+00
3.87429613e+00 9.35228357e-01 6.30629821e+01 1.33968419e-02 1.10584094e-01 5.21144183e-01 -4.78162483e-01 -1.67574559e+00 3.44810656e-01 8.73251613e-06 -3.08021992e+00
1.83521596e+00 8.13673490e-01 6.26224573e+01 1.13363900e-02 1.21785921e-01 1.85860451e-01 -4.71833018e-01 -1.66039157e+00 3.97901400e-02 8.73339377e-06 -3.08008526e+00
2.87842788e+00 8.88894133e-01 7.44459703e+01 2.93972248e-02 1.29473004e-01 1.31729738e+00 -4.17479951e-01 -1.83671839e+00 5.04811492e-01 8.73416974e-06 -3.08004223e+00
3.52003503e+00 9.28155053e-01 7.59665861e+01 2.85690584e-02 1.63410745e-01 5.24329165e-01 -4.13047556e-01 -1.85234773e+00 5.36889180e-01 8.73437322e-06 -3.08003867e+00
3.55231367e+00 9.02607853e-01 7.50483670e+01 2.67422801e-02 1.57170941e-01 5.98946516e-01 -4.48347718e-01 -1.85582473e+00 2.03092727e-01 8.73443709e-06 -3.08002760e+00
3.89540871e+00 1.17057062e+00 6.31331128e+01 1.43933276e-02 9.68973874e-02 9.34732772e-01 -4.81659392e-01 -1.71043020e+00 1.79086204e-01 8.73469631e-06 -3.07997931e+00
3.68824118e+00 1.09241861e+00 7.59157996e+01 3.00515008e-02 1.50784398e-01 9.39603231e-01 -4.02552563e-01 -1.90350476e+00 5.18998654e-01 8.73539129e-06 -3.07986848e+00
1.95490084e+00 1.03472608e+00 7.49354789e+01 3.06424842e-02 1.25366110e-01 1.40563199e+00 -4.24221335e-01 -1.82999426e+00 7.67987671e-01 8.73623358e-06 -3.07978647e+00
2.47299736e+00 1.11062213e+00 7.97493009e+01 3.25186787e-02 1.84633235e-01 3.97875447e-01 -4.27462132e-01 -1.79056705e+00 7.48032417e-01 8.73671929e-06 -3.07975729e+00
3.07286094e+00 9.74418818e-01 7.85886472e+01 2.81040279e-02 1.88487660e-01 6.23373421e-02 -4.81523922e-01 -1.70145602e+00 4.01389197e-01 8.73923198e-06 -3.07921143e+00
2.85949030e+00 9.03720959e-01 6.35738527e+01 1.74340654e-02 6.42274813e-02 1.89889412e+00 -4.75092614e-01 -1.66213141e+00 4.16148330e-01 8.74170416e-06 -3.07919153e+00
3.24674420e+00 8.03850908e-01 7.62708649e+01 3.19518038e-02 1.15659552e-01 1.85243572e+00 -4.49235464e-01 -1.85012564e+00 3.97280974e-01 8.74242865e-06 -3.07904569e+00
3.42458810e+00 9.33182003e-01 7.57470918e+01 2.70075934e-02 1.68070022e-01 4.40271454e-01 -4.18223760e-01 -1.97761108e+00 1.64884740e-01 8.74387237e-06 -3.07886128e+00
2.06990903e+00 1.11531559e+00 7.35087019e+01 2.89281041e-02 1.12235376e-01 1.70527794e+00 -4.34366535e-01 -1.82375218e+00 6.81097519e-01 8.74469289e-06 -3.07885801e+00
2.63367756e+00 1.02252717e+00 7.78914582e+01 3.20637852e-02 1.66149205e-01 7.31247037e-01 -4.05465350e-01 -1.86695885e+00 7.98578806e-01 8.74596306e-06 -3.07857082e+00
2.26706465e+00 8.92947783e-01 6.53007406e+01 1.87885844e-02 7.56401456e-02 1.78809093e+00 -4.53226658e-01 -1.82423518e+00 3.71758395e-01 8.74795364e-06 -3.07840285e+00
3.81077660e+00 9.23927168e-01 7.64151841e+01 3.27861499e-02 1.13221205e-01 1.95631041e+00 -4.14182970e-01 -1.94775385e+00 5.05855575e-01 8.74893018e-06 -3.07834756e+00
3.52888219e+00 9.60890239e-01 7.01828994e+01 2.06423007e-02 1.54455418e-01 1.19681236e-01 -3.71564406e-01 -1.92335512e+00 4.59512303e-01 8.74959720e-06 -3.07825037e+00
2.49719712e+00 8.81513928e-01 7.73546223e+01 2.91756378e-02 1.81003423e-01 2.92297958e-01 -3.97895153e-01 -1.93810558e+00 5.37503647e-01 8.75008489e-06 -3.07823609e+00
1.98773962e+00 1.12375452e+00 7.08609380e+01 2.20708437e-02 1.45058441e-01 5.06241544e-01 -4.04077677e-01 -1.96887882e+00 5.54368040e-01 8.75074900e-06 -3.07809859e+00
2.45290826e+00 8.56805061e-01 6.05132090e+01 1.27041383e-02 8.22175094e-02 1.11123834e+00 -4.17064578e-01 -1.87814545e+00 9.93865371e-02 8.75156896e-06 -3.07804869e+00
1.92910069e+00 9.12791574e-01 6.67182668e+01 2.01218345e-02 8.76915922e-02 1.63423881e+00 -4.48702916e-01 -1.84018971e+00 3.26142290e-01 8.75181977e-06 -3.07804127e+00
3.46445252e+00 1.12882348e+00 7.80721126e+01 3.06129087e-02 1.77685909e-01 3.46929854e-01 -4.08614445e-01 -1.83030314e+00 4.74183078e-01 8.75187233e-06 -3.07803668e+00
2.50747129e+00 8.57441685e-01 7.44665638e+01 2.74555580e-02 1.45446911e-01 8.09341760e-01 -4.12487653e-01 -1.97019904e+00 6.67607109e-01 8.75400656e-06 -3.07755367e+00
2.71909519e+00 8.38170728e-01 7.92717333e+01 3.06454902e-02 1.94943196e-01 4.85765521e-02 -3.91916187e-01 -1.86289491e+00 6.81871546e-01 8.75682806e-06 -3.07739211e+00
2.71394690e+00 1.15825583e+00 7.37840467e+01 2.87700397e-02 1.09055939e-01 1.78784973e+00 -4.50310255e-01 -1.83022900e+00 6.65504590e-01 8.75811017e-06 -3.07726086e+00
3.67391764e+00 9.46321356e-01 7.02579068e+01 2.43777956e-02 1.25413513e-01 9.23310297e-01 -3.66766553e-01 -1.99419670e+00 6.60631471e-01 8.76038953e-06 -3.07687170e+00
2.62149456e+00 1.19216602e+00 7.41949379e+01 2.81485390e-02 1.26364505e-01 1.33013161e+00 -4.40704351e-01 -1.90890951e+00 5.54760622e-01 8.76214267e-06 -3.07686062e+00
2.55954904e+00 1.09363234e+00 7.25196642e+01 2.79470720e-02 1.07479167e-01 1.68888903e+00 -4.39532661e-01 -1.77707911e+00 5.73453813e-01 8.76247219e-06 -3.07679649e+00
2.53021079e+00 1.04092462e+00 7.05609423e+01 2.42090116e-02 1.10862616e-01 1.28341708e+00 -4.61003504e-01 -1.76656712e+00 5.15060399e-01 8.76467171e-06 -3.07635870e+00
3.67209508e+00 1.13680533e+00 7.87435976e+01 2.91238451e-02 1.91492676e-01 2.94344365e-02 -4.25553499e-01 -1.84572375e+00 6.96961035e-01 8.76663567e-06 -3.07634834e+00
2.60454212e+00 1.01185602e+00 6.76636506e+01 1.58570837e-02 1.47073899e-01 8.18994566e-02 -4.44121904e-01 -1.85111681e+00 1.13901352e-01 8.76739932e-06 -3.07618450e+00
3.39007825e+00 1.04258764e+00 7.15380356e+01 2.21104934e-02 1.57347355e-01 2.47482346e-01 -3.97425987e-01 -1.93863497e+00 6.61065117e-02 8.76889956e-06 -3.07600613e+00
3.24592831e+00 1.15757634e+00 7.22421805e+01 2.25283159e-02 1.60970824e-01 2.19635367e-01 -4.15745020e-01 -1.87238301e+00 3.64936933e-01 8.77147915e-06 -3.07559627e+00
3.15389358e+00 1.08187996e+00 7.44063986e+01 3.01998091e-02 1.08732175e-01 1.88932245e+00 -4.36682903e-01 -1.79999452e+00 4.02289719e-01 8.77355159e-06 -3.07553361e+00
2.17224042e+00 1.00085527e+00 7.23483533e+01 2.81679700e-02 1.07297891e-01 1.70078467e+00 -3.85955558e-01 -1.99582454e+00 4.81977038e-01 8.77494587e-06 -3.07527847e+00
2.54263323e+00 1.13751264e+00 7.72723924e+01 3.25793230e-02 1.33497227e-01 1.52024007e+00 -4.33925509e-01 -1.86565335e+00 7.34320621e-01 8.77926637e-06 -3.07454923e+00
3.08538757e+00 1.12398690e+00 6.23047537e+01 1.55116595e-02 6.37285654e-02 1.88694090e+00 -4.42428606e-01 -1.88689643e+00 3.95687758e-01 8.78318053e-06 -3.07438686e+00
2.16009819e+00 9.74910756e-01 7.49376418e+01 2.73124411e-02 1.51386425e-01 6.67744720e-01 -4.46940706e-01 -1.84283198e+00 3.36287645e-01 8.78447253e-06 -3.07425505e+00
1.89898261e+00 8.79970410e-01 6.23101190e+01 1.02169229e-02 1.28372046e-01 3.22779027e-02 -4.43207678e-01 -1.76941430e+00 1.84880508e-01 8.78514624e-06 -3.07423347e+00
2.66655911e+00 1.08349999e+00 6.45426667e+01 1.70899628e-02 1.03820655e-01 9.08624304e-01 -4.18740287e-01 -1.80328752e+00 2.67865028e-01 8.78652755e-06 -3.07394064e+00
2.71340363e+00 9.81444111e-01 5.78507416e+01 9.95728220e-03 7.79997782e-02 1.00151957e+00 -3.94067251e-01 -1.92971240e+00 1.92252438e-01 8.78886852e-06 -3.07370068e+00
3.26658124e+00 1.18080367e+00 7.39252561e+01 2.31190043e-02 1.68379157e-01 6.96349129e-02 -4.69621933e-01 -1.71889776e+00 4.10739192e-01 8.79058598e-06 -3.07354984e+00
3.87258582e+00 1.08401895e+00 6.64350753e+01 1.74136378e-02 1.18322614e-01 6.75570167e-01 -4.44147364e-01 -1.86592916e+00 5.72448399e-02 8.79269532e-06 -3.07322085e+00
2.71878181e+00 1.12860182e+00 7.42718645e+01 2.89644138e-02 1.26740961e-01 1.41580189e+00 -4.15203202e-01 -1.96455257e+00 7.13505275e-01 8.79474309e-06 -3.07308408e+00
2.79495754e+00 1.12701101e+00 7.25170174e+01 2.55428966e-02 1.38157331e-01 7.74447295e-01 -4.13667992e-01 -1.90248671e+00 1.65068006e-01 8.79541565e-06 -3.07306791e+00
2.77713930e+00 9.65610931e-01 7.48318797e+01 2.63163562e-02 1.62029760e-01 3.61813389e-01 -4.18381342e-01 -1.89089319e+00 2.74231117e-01 8.79577832e-06 -3.07300161e+00
3.46360901e+00 9.60591897e-01 6.33089630e+01 1.50798255e-02 1.11346431e-01 6.82446867e-01 -3.63931443e-01 -1.99391112e+00 5.26537251e-02 8.79734427e-06 -3.07271189e+00
3.15859881e+00 1.18630837e+00 6.40098820e+01 1.67576976e-02 9.10335725e-02 1.18236521e+00 -4.59213683e-01 -1.68407136e+00 3.34070157e-01 8.79879015e-06 -3.07267291e+00
2.76735862e+00 8.35157202e-01 7.34527561e+01 2.89674014e-02 9.98920493e-02 1.93531201e+00 -4.61229972e-01 -1.76028593e+00 5.41872500e-01 8.79897261e-06 -3.07267042e+00
2.97517274e+00 8.81622966e-01 7.78873816e+01 2.86372800e-02 1.81818228e-01 2.23164887e-01 -4.15165334e-01 -1.96601311e+00 5.39503081e-01 8.79955651e-06 -3.07254020e+00
2.50923912e+00 8.53699312e-01 6.87040876e+01 2.35874020e-02 8.43970152e-02 1.85007842e+00 -4.54723943e-01 -1.74201943e+00 5.06553162e-01 8.80038819e-06 -3.07248140e+00
3.86751825e+00 1.05428641e+00 7.28835285e+01 2.28125720e-02 1.61292571e-01 1.38516228e-01 -4.61541881e-01 -1.68475101e+00 5.64226923e-01 8.80101805e-06 -3.07239706e+00
2.99131487e+00 8.04669320e-01 7.48168131e+01 2.55849325e-02 1.68868148e-01 3.10782385e-01 -4.02211965e-01 -1.98547493e+00 5.47093988e-01 8.80230100e-06 -3.07218988e+00
2.39435810e+00 1.05761226e+00 7.46167026e+01 3.02246882e-02 1.27318521e-01 1.35476465e+00 -3.95283542e-01 -1.95098279e+00 7.05500438e-01 8.80366244e-06 -3.07208774e+00
2.86627060e+00 1.16087748e+00 6.91007766e+01 2.04853793e-02 1.42501741e-01 3.93263412e-01 -3.81795214e-01 -1.94151562e+00 3.58714290e-01 8.80463147e-06 -3.07196975e+00
3.39834811e+00 8.46145429e-01 7.51525184e+01 3.09887019e-02 1.06500825e-01 1.98881279e+00 -4.50235686e-01 -1.83672374e+00 4.53248840e-01 8.80579916e-06 -3.07182252e+00
2.26795340e+00 1.17642567e+00 7.59525794e+01 3.06659599e-02 1.27648163e-01 1.47493447e+00 -4.73565321e-01 -1.72736923e+00 1.47019334e-01 8.80727570e-06 -3.07163443e+00
3.86691918e+00 9.92721360e-01 7.72507264e+01 3.19087739e-02 1.45105513e-01 1.15307197e+00 -4.14256182e-01 -1.92132597e+00 4.45353842e-01 8.80858891e-06 -3.07152432e+00
2.52796341e+00 1.05925348e+00 7.79436532e+01 3.08790318e-02 1.71414027e-01 6.35933116e-01 -4.02734406e-01 -1.95821537e+00 4.65237475e-01 8.80961966e-06 -3.07140041e+00
2.57501680e+00 1.10633024e+00 7.55940067e+01 2.98756781e-02 1.37963432e-01 1.21727986e+00 -4.39346560e-01 -1.84588020e+00 6.41088945e-01 8.81052257e-06 -3.07131935e+00
3.17805280e+00 8.23014541e-01 6.23688598e+01 1.36671451e-02 9.51086765e-02 9.71212759e-01 -4.29940600e-01 -1.93895739e+00 1.59862128e-01 8.81354056e-06 -3.07071553e+00
3.59799697e+00 1.14731505e+00 7.52637766e+01 2.93664430e-02 1.42176469e-01 9.69457757e-01 -4.55865485e-01 -1.70923513e+00 6.27999943e-01 8.81684580e-06 -3.07056937e+00
2.73329710e+00 8.35979930e-01 6.83589928e+01 2.31770471e-02 8.50355310e-02 1.79088114e+00 -4.58930696e-01 -1.70085985e+00 5.48832582e-01 8.81759383e-06 -3.07054585e+00
2.07343766e+00 1.15658673e+00 7.41889948e+01 2.38556747e-02 1.67734561e-01 1.85876842e-01 -4.55838128e-01 -1.79364865e+00 3.95953932e-01 8.81791308e-06 -3.07049696e+00
1.75191474e+00 9.34435005e-01 7.72664351e+01 2.89751573e-02 1.79754053e-01 2.28519587e-01 -3.95506203e-01 -1.95627684e+00 6.43354846e-01 8.81817253e-06 -3.07048700e+00
2.86664858e+00 1.13658754e+00 7.65853295e+01 2.75498878e-02 1.72129045e-01 2.94031645e-01 -4.33030199e-01 -1.86606991e+00 1.06055047e-01 8.81848004e-06 -3.07042721e+00
3.00587169e+00 1.02635289e+00 7.71502648e+01 2.65266082e-02 1.82524780e-01 7.50729296e-02 -4.78386113e-01 -1.71299247e+00 4.38758825e-01 8.81911551e-06 -3.07034289e+00
2.47961133e+00 1.06280342e+00 6.71684299e+01 1.94152622e-02 1.12816285e-01 9.21625123e-01 -4.07287701e-01 -1.98384801e+00 3.02762441e-01 8.81974305e-06 -3.07028490e+00
1.85905002e+00 9.54889338e-01 7.00911675e+01 2.24944570e-02 1.36247724e-01 6.37259359e-01 -4.07793883e-01 -1.87350118e+00 5.74525686e-01 8.82137755e-06 -3.06997230e+00
3.59080161e+00 9.46070219e-01 6.93143545e+01 1.91393737e-02 1.41410360e-01 3.42779259e-01 -4.58505144e-01 -1.81552509e+00 1.78534073e-01 8.82352223e-06 -3.06979870e+00
2.27857209e+00 1.10807577e+00 7.38168695e+01 2.96143210e-02 1.21527583e-01 1.42706181e+00 -4.02955455e-01 -1.87433079e+00 6.01015618e-01 8.82509643e-06 -3.06961551e+00
2.35550145e+00 9.25557137e-01 5.72054990e+01 7.72886910e-03 9.27611161e-02 5.24773201e-01 -4.39690804e-01 -1.74081654e+00 1.55025238e-01 8.82623834e-06 -3.06953992e+00
2.57698440e+00 1.14691630e+00 6.17893517e+01 1.22785294e-02 1.08700569e-01 5.18234118e-01 -3.93797045e-01 -1.95378229e+00 8.11039469e-02 8.82710304e-06 -3.06941958e+00
2.82358273e+00 8.87154997e-01 6.31421130e+01 1.51568581e-02 9.97059728e-02 8.56124535e-01 -4.35029655e-01 -1.77574869e+00 3.28224756e-01 8.82792648e-06 -3.06935336e+00
2.81711790e+00 9.33692562e-01 5.93982945e+01 1.09982128e-02 9.12053859e-02 8.46298234e-01 -3.95818017e-01 -1.91937972e+00 2.03345901e-01 8.82845702e-06 -3.06929939e+00
3.14682927e+00 1.07982522e+00 6.78754846e+01 2.20660232e-02 9.33167845e-02 1.60884587e+00 -4.28508178e-01 -1.81879567e+00 2.06982707e-01 8.82900414e-06 -3.06922942e+00
3.55137605e+00 1.02799217e+00 6.71481148e+01 1.84029713e-02 1.31704059e-01 4.95788084e-01 -3.82125386e-01 -1.95099224e+00 1.00712822e-01 8.82987572e-06 -3.06910197e+00
2.21479033e+00 1.14157221e+00 6.98683612e+01 2.48395943e-02 8.98863075e-02 1.87614011e+00 -4.54650048e-01 -1.76755667e+00 6.30404848e-01 8.83097086e-06 -3.06898138e+00
3.61364755e+00 9.54801453e-01 7.57593655e+01 3.06907800e-02 1.25403575e-01 1.50646699e+00 -4.61326778e-01 -1.80012932e+00 7.34926649e-01 8.83236127e-06 -3.06878711e+00
2.89936787e+00 1.16629524e+00 7.04149534e+01 2.18268406e-02 1.39544248e-01 5.42714010e-01 -4.16484606e-01 -1.87372982e+00 8.07935430e-02 8.83333298e-06 -3.06876135e+00
2.48922052e+00 8.66641497e-01 7.75439879e+01 2.86454558e-02 1.87121490e-01 8.66708487e-02 -4.02039987e-01 -1.84866887e+00 5.65818684e-01 8.83598000e-06 -3.06818795e+00
2.90814704e+00 1.01445016e+00 7.10783495e+01 2.50321764e-02 1.11592206e-01 1.46569279e+00 -4.17706931e-01 -1.99143063e+00 6.06084291e-01 8.83969261e-06 -3.06792112e+00
2.58119703e+00 1.07646302e+00 6.86621503e+01 1.70922527e-02 1.48865659e-01 5.83516012e-02 -4.44491844e-01 -1.78656264e+00 1.08348280e-01 8.84311192e-06 -3.06741452e+00
2.82063380e+00 1.04990864e+00 7.53663489e+01 2.47408441e-02 1.77442939e-01 8.68781659e-02 -4.48394140e-01 -1.80640054e+00 2.35855965e-01 8.84574993e-06 -3.06732452e+00
2.97034261e+00 8.28677585e-01 7.73095346e+01 3.20910693e-02 1.53279690e-01 9.01109287e-01 -4.20093871e-01 -1.79554239e+00 3.64638526e-02 8.84638666e-06 -3.06727056e+00
3.19348490e+00 1.19752962e+00 7.57796308e+01 2.50358489e-02 1.75956075e-01 7.77611479e-02 -4.77066762e-01 -1.70887020e+00 3.62024729e-01 8.84703229e-06 -3.06717856e+00
3.00157814e+00 9.63299941e-01 5.93845971e+01 1.10998378e-02 7.76943548e-02 1.12768241e+00 -4.78043055e-01 -1.70808616e+00 3.55318807e-01 8.84780855e-06 -3.06709509e+00
3.32303573e+00 8.25087034e-01 7.53483733e+01 2.73230464e-02 1.60459659e-01 4.89979723e-01 -4.51788009e-01 -1.74908455e+00 6.50876851e-01 8.84825585e-06 -3.06707746e+00
2.54299661e+00 9.00094305e-01 6.97606172e+01 2.17388293e-02 1.33717923e-01 5.92685341e-01 -4.10924189e-01 -1.85041132e+00 8.86892445e-02 8.84890332e-06 -3.06694875e+00
3.88553863e+00 8.80584342e-01 7.99802005e+01 3.10711435e-02 1.93039991e-01 1.76332491e-01 -4.46544277e-01 -1.79328715e+00 4.21151481e-01 8.85045317e-06 -3.06672720e+00
2.58523776e+00 9.82058205e-01 7.42823224e+01 2.61187980e-02 1.52575879e-01 6.10384618e-01 -4.38874525e-01 -1.91307024e+00 6.23362127e-01 8.85237666e-06 -3.06651413e+00
3.85261095e+00 1.01448057e+00 5.90912954e+01 1.18382195e-02 7.34545746e-02 1.26790596e+00 -4.14787610e-01 -1.83361720e+00 1.67355674e-01 8.85362881e-06 -3.06644432e+00
3.90226815e+00 1.00758603e+00 7.70492571e+01 3.09716328e-02 1.60618431e-01 6.66801223e-01 -4.06332937e-01 -1.88626715e+00 6.87125113e-01 8.85402946e-06 -3.06642362e+00
2.77804537e+00 1.03484573e+00 6.73023789e+01 1.52622040e-02 1.46999664e-01 4.52954327e-02 -4.43495626e-01 -1.84826577e+00 1.16222038e-01 8.85422216e-06 -3.06640079e+00
3.51107469e+00 1.19852794e+00 6.75812558e+01 2.09543676e-02 1.16178060e-01 9.22076301e-01 -3.76230410e-01 -1.98166499e+00 5.24129342e-01 8.85465151e-06 -3.06632664e+00
2.00462797e+00 9.72517308e-01 7.97773480e+01 3.17731503e-02 1.85573922e-01 2.95196815e-01 -4.29419422e-01 -1.83429200e+00 4.98220809e-01 8.85538571e-06 -3.06623496e+00
3.74983948e+00 9.85881861e-01 7.77639904e+01 3.05705631e-02 1.67004039e-01 6.03643322e-01 -4.37560066e-01 -1.80760281e+00 4.55877440e-01 8.85599077e-06 -3.06618999e+00
3.70283205e+00 1.11780202e+00 8.06435094e+01 3.18626985e-02 1.94708725e-01 2.88634397e-01 -4.28330409e-01 -1.94763993e+00 5.38561125e-01 8.85634606e-06 -3.06615473e+00
3.48558782e+00 8.47722904e-01 7.48950057e+01 3.06660969e-02 1.07147818e-01 1.94867574e+00 -4.46522201e-01 -1.84444849e+00 3.96870689e-01 8.85703887e-06 -3.06603355e+00
