weight logl logA n_s H0 omega_b omega_cdm m_ncdm w0_fld Omega_EDE tau_reio
0.000000000000000000e+00 -1.854018566421904779e+03 2.164496098248228639e-01 5.188298232238364172e-02 4.904680959383633798e-02 2.517992164966803559e-01 1.302965612054474143e-01 3.383189683349934196e-01 6.336089968643620063e-01 9.631460168144168055e-01 4.249439214080819038e-01
0.000000000000000000e+00 -1.851885256016711310e+03 5.183589988917047808e-02 5.759627126150674847e-01 2.730282729723598756e-02 9.997387224931817418e-01 8.401388752129380633e-01 2.151771064416715395e-01 6.511537477332256518e-01 7.984728212277691917e-01 7.996075855661778364e-01
0.000000000000000000e+00 -1.846038533337339459e+03 7.937039072741707280e-01 4.003959472567886202e-01 7.054388404781267718e-01 5.936955425327837821e-01 6.063725373898344317e-01 5.312556423282754903e-01 5.187971256380974339e-02 5.624107546904677513e-01 1.771963901175857004e-01
0.000000000000000000e+00 -1.845806839814807972e+03 4.254371829937894089e-01 3.998079569505319508e-02 2.811800626239068235e-01 9.118982405075926057e-01 9.818906450327535840e-01 4.094785629470494293e-01 3.851074561347207492e-01 6.411677186634874293e-01 5.852766715494903682e-01
0.000000000000000000e+00 -1.831963649155383337e+03 1.670890072978071794e-01 9.991332320976153980e-01 5.686421527882895566e-01 5.880619351235680803e-01 1.569442318955727167e-01 7.608449081652530754e-01 1.690258228571787091e-01 4.143625559906449762e-01 6.632563058192073591e-01
0.000000000000000000e+00 -1.781273172086181376e+03 6.417414350267656165e-01 7.015905488303797455e-02 1.696806525998166837e-01 7.054680327261334538e-01 4.431291389185747498e-01 3.485150308234263861e-03 5.443030963737690575e-01 8.546686193428754130e-01 3.180445876791566651e-01
0.000000000000000000e+00 -1.771304736455841294e+03 9.725160048364475118e-01 7.888951240332411352e-01 6.857581588093648595e-01 3.006870937112484654e-01 4.439592316177426445e-01 1.778917272959014140e-01 7.699655328650778507e-02 6.130774583968034985e-02 9.821377315454955514e-01
0.000000000000000000e+00 -1.767548857975195688e+03 8.698144700326829737e-01 9.585269583923561321e-01 7.733561377894141442e-01 6.623160923123840860e-01 2.576178497398168288e-01 8.218819711090691316e-01 1.829200891648363747e-02 1.128993687134935975e-01 2.973991672123299512e-01
0.000000000000000000e+00 -1.764047432692275834e+03 8.024563383383995774e-01 4.787141913193904141e-01 7.658821313081656257e-01 8.957339525968310845e-02 4.416368982141527511e-02 7.895615300789101676e-01 6.181388129286613520e-02 5.060097157176784988e-01 5.542334268848790879e-01
0.000000000000000000e+00 -1.760343576284965138e+03 6.991555243686522481e-01 3.772253158281526630e-01 5.456857011313067662e-01 3.417304311786610871e-01 8.253326561248837123e-01 7.720731164406545721e-01 1.510634615044086360e-01 4.475858790605514725e-01 9.604351882554883479e-01
