weight logl logA n_s H0 omega_b omega_cdm m_ncdm tau_reio
5.470061455139553766e-45 -1.040817965615329541e+02 6.587363730154461861e-01 3.991304855986110844e-01 8.615263626154193721e-01 5.201831511258400154e-01 5.199471118183669471e-01 3.161966639399802492e-01 7.365351354829441366e-01
1.091688130107213511e-44 -1.033882760784601942e+02 3.849127169442985164e-01 4.568117156996891470e-01 8.085439321650105260e-01 4.030135334548290427e-01 5.559033300519766740e-03 8.637106745802769492e-02 1.612938502407001984e-01
2.474559928533768065e-44 -1.025674387462947834e+02 6.709458684757313440e-01 9.861842594054952560e-01 8.526871060558754989e-01 4.583243648307450124e-01 5.064097383610834946e-01 8.969827273305985837e-01 3.660835426267154968e-01
6.767467374679756452e-44 -1.015588743982404338e+02 1.538366560699970798e-01 9.223303337079770126e-01 9.050915218095565429e-01 4.789450864283258946e-01 9.624187489095969994e-01 3.394269874698709888e-01 2.986652951364615616e-01
2.076542976529766372e-43 -1.004352117463651979e+02 3.350323910052632748e-02 6.314748086065813393e-02 8.454003473906974708e-01 7.709513852951409563e-01 3.389661779497217253e-01 5.625698597291195480e-01 4.957719384353008740e-01
3.100321789328923104e-43 -1.000319103177456270e+02 3.322869957925099760e-01 9.883898575810334819e-01 8.055748166665254173e-01 5.858218939756508759e-01 8.374364102143527777e-02 8.732765593258576819e-01 2.525876446428608757e-01
3.287181418270375568e-43 -9.997088574104078873e+01 5.574150743901762350e-02 8.988028186860945734e-01 8.017855173109492695e-01 4.479516279683652957e-01 6.618304669317209843e-02 5.965214462874378620e-01 1.913946815733196249e-01
6.510526924997611095e-43 -9.928499583305409715e+01 9.190032508535883604e-01 7.702813422412391198e-02 9.006944970290772234e-01 6.558008285674657989e-01 9.540844905729444214e-01 8.410467280831277481e-01 5.045333124090434218e-02
9.673003658590503242e-43 -9.888657734943147659e+01 5.960512596571406752e-01 4.090389782200209989e-01 8.560333345061903465e-01 7.539515973872603638e-01 4.005727870703901239e-01 3.787307863663520457e-01 1.029532404835927784e-01
9.889610160428933368e-41 -9.425676131356323140e+01 8.636547658259128291e-01 9.450350272984107125e-01 8.345968469997994132e-01 1.807010815203453635e-01 6.011300372885703958e-01 3.565611216527946326e-01 4.578450512973187836e-01
1.221227273839162428e-40 -9.404330463260920681e+01 9.553443877689571373e-01 5.170611559709749061e-01 7.954946025863215420e-01 4.817979636521307896e-03 3.153457813027203960e-01 7.305537207246995957e-01 8.300845934945266791e-02
1.995892599226052698e-40 -9.354956957943817031e+01 4.009652703777599747e-02 9.559125052726985539e-01 8.436116256454777584e-01 4.677090581589480323e-01 4.737021479866945217e-01 1.116339505692875989e-02 3.510856143123930462e-02
3.819841052385433658e-40 -9.289795213544714159e+01 4.415554372556473872e-03 5.123183794342722752e-02 8.676827626136704996e-01 7.666980408899068955e-01 7.453965842245721118e-01 7.954304945629626644e-01 2.661557628547136511e-01
1.831637800080284238e-39 -9.132786531555720444e+01 8.112638878740429105e-01 1.578496901074244452e-02 8.241874738863456118e-01 8.765687748013227809e-01 4.062557898268691625e-01 9.456710403988567437e-01 6.474436272905593759e-01
1.896148606363773853e-39 -9.129075107523749466e+01 1.198583402912548612e-01 8.123030086863539667e-01 8.553664541805808819e-01 3.395690989063099297e-01 8.645427409409764952e-01 5.268953926340019800e-01 4.637031931034940602e-01
