weight logl logA n_s H0 omega_b omega_cdm m_ncdm tau_reio
1.063648196853451009e-139 -1.025663267697244919e+03 3.000445035182417008e+00 9.135316005392725147e-01 6.090832412901533388e+01 2.212967471931522392e-02 1.216852786309500639e-01 1.846020166930103720e-02 5.137455186447329597e-02
4.282018044743329662e-139 -1.024268047987184218e+03 3.111639276220574679e+00 9.379242057995069715e-01 6.055008235874623779e+01 2.212915479524393825e-02 1.107158508845126343e-01 2.483364917408092953e-02 2.471546925363184849e-02
5.824216362549753717e-138 -1.021655362838073643e+03 3.090986036140491056e+00 9.422966278137376861e-01 7.776006208547323695e+01 2.244678526328928655e-02 1.212641533534485200e-01 4.836174329725081988e-02 4.561844292954419372e-02
8.944151106186619681e-137 -1.018921302394478289e+03 2.960091201197105892e+00 9.574522600002977057e-01 6.119531782266820130e+01 2.242525325894499308e-02 1.240407317564566764e-01 6.692109238846509489e-02 1.622580017085195267e-02
3.856495786544075934e-136 -1.017457458168621315e+03 2.948960859984730565e+00 9.236451433560303181e-01 7.795275857233497163e+01 2.210599581743967479e-02 1.280555671916196459e-01 7.779928927349355917e-04 7.494686658674984403e-02
9.108244806932663892e-136 -1.016595537086381228e+03 3.180586150836286041e+00 9.100508070136279493e-01 7.758063568094394213e+01 2.229702109920672290e-02 1.221015009419161440e-01 8.134983782259738727e-02 5.920067116915255639e-02
1.136966260686584089e-134 -1.014068683386115254e+03 2.881462162848102970e+00 9.618960201973731916e-01 7.809036648797007274e+01 2.242209112195525308e-02 1.287969895096234552e-01 6.780331856848191563e-02 6.509901522992966871e-02
3.000805222242717090e-134 -1.013095666266397416e+03 3.012057719088586438e+00 9.894988485355090679e-01 7.770361168459045587e+01 2.213567330890141294e-02 1.260307602562699969e-01 5.076783002367410425e-02 6.850182964155057674e-02
4.726854692658377631e-134 -1.012638786914991215e+03 2.844871849419837506e+00 9.294329869830751933e-01 6.155029425569431822e+01 2.245665484940042103e-02 1.288046992093230259e-01 1.750397022303976785e-02 5.149464611125190161e-02
1.190665959528148564e-133 -1.011712449053026262e+03 3.025506822006041929e+00 9.568231669218723034e-01 6.135706780558977869e+01 2.231585751384268512e-02 1.262084423801862199e-01 2.506910937509249093e-02 1.105274659448618815e-02
1.402599730474367916e-132 -1.009243549275517580e+03 2.806096571651928606e+00 9.184478384769365622e-01 7.703132404235230979e+01 2.238818455377206140e-02 1.143255844754539619e-01 5.128509317081320074e-02 4.376343843379824905e-02
3.178159614778377545e-132 -1.008423074448709031e+03 3.184690429354373631e+00 9.333442717640070274e-01 7.773051307760312056e+01 2.204309579371795461e-02 1.291752652145777558e-01 6.857616081418280163e-02 7.948593243741673697e-02
8.403854465042262611e-132 -1.007448186274987847e+03 3.091450517872174064e+00 9.166145240317191689e-01 7.702325809467120621e+01 2.213551162338546832e-02 1.175779249553612488e-01 7.187957112163316509e-02 2.630875963502021797e-02
1.156774864480485375e-131 -1.007126155803788492e+03 3.037481226096252929e+00 9.160598117416927089e-01 6.141762087269233916e+01 2.258881084210755813e-02 1.215915397336969905e-01 1.417986477124693126e-02 6.428663870577605577e-02
2.854687629542138515e-131 -1.006220329222079727e+03 3.036269576571458906e+00 9.053795700935040047e-01 7.805445638738498815e+01 2.252000003383667834e-02 1.284744376035920066e-01 4.513883687048945298e-02 6.581045414928510251e-02
9.727896783985499950e-131 -1.004991793932514156e+03 3.199511465283574996e+00 9.028883547449336744e-01 7.688027999339121266e+01 2.215508065446905941e-02 1.157766328485709956e-01 6.509174436706885447e-02 4.994420235958341864e-02
