weight logl logA n_s H0 omega_b omega_cdm m_ncdm tau_reio
3.623589925610647739e-185 -1.130536421442567871e+03 6.582548390501313795e-01 7.194697225131923002e-01 9.712948645567325290e-01 7.445237554252431833e-01 6.024006419556029446e-01 7.958650145096546336e-02 8.302176841302348897e-01
1.206334581161375070e-182 -1.124726044899868839e+03 5.042572105150591177e-01 1.444860888539024613e-01 9.900281366697695207e-01 8.334236963795940145e-01 9.634123212729033270e-01 6.831278983029495100e-01 5.535736387924239388e-02
4.100854704568214608e-182 -1.123499935973665742e+03 2.163245538967190074e-01 9.963111989659619860e-01 6.933332293479255171e-03 5.300388674012848078e-01 7.599323033532102700e-01 7.928583718181725359e-03 7.186739257041694362e-01
6.279919176650143725e-181 -1.120768689186747906e+03 2.019857077720815797e-01 7.790495533246544202e-01 9.688668703118872294e-01 2.511509875560663518e-01 8.384987395706990920e-01 1.915832637539621741e-01 5.748961110222656767e-01
7.264634064354403666e-181 -1.120620528371100363e+03 2.844711598135740704e-01 7.108507096107936629e-01 9.398675572724801697e-01 5.181204243578395596e-01 3.521820213197115468e-01 2.887495463811460272e-01 5.056006894294754472e-01
1.795304569294048089e-179 -1.117410701427163303e+03 9.226271031659605271e-01 2.891030002663010912e-01 9.697572671577018300e-01 7.717428210475451023e-01 7.446283675978687677e-01 5.193723184271692439e-01 8.146998273433651017e-01
4.301613130711902974e-179 -1.116534386012170216e+03 6.725198710812505531e-01 6.197184491969137676e-01 9.597499614136473234e-01 1.836910016679906832e-01 8.247254905863462549e-01 7.066310640782357266e-01 4.264805766233226159e-01
5.585195346146743620e-179 -1.116270756702358767e+03 5.083490166308318736e-01 2.226604729785759407e-01 9.254330272151772840e-01 6.996133054504526383e-01 1.198695598256567241e-01 1.771395223043759071e-02 8.457942893208447721e-02
1.259406176727291637e-177 -1.113152565603648327e+03 9.567374325771270671e-01 1.152241330803600583e-01 9.229640443269466754e-01 9.176683012366612102e-01 1.103549384226137908e-01 6.608455019435104383e-01 7.419285618757661682e-01
1.566239906831387701e-177 -1.112932028142163517e+03 3.308393871161886546e-01 4.900399933289887322e-01 1.647325533226684513e-02 6.660950694519113258e-01 9.487556067438358554e-01 8.436772224814332866e-01 3.349532009774249808e-01
