logA n_s H0 omega_b omega_cdm w0_fld wa_fld tau_reio
2.978910800728084229e+00 9.459775768955744901e-01 6.693518308371481851e+01 2.240461344665993504e-02 1.101875238038816651e-01 -9.015769784506544315e-01 -1.390367407663701815e-01 1.290019585613811151e-02
2.928493093592410723e+00 9.257044421747396834e-01 6.691574115660462496e+01 2.247273015534636750e-02 1.113341359148500576e-01 -9.439741531089200777e-01 5.853069727464887961e-02 6.002920704553697806e-02
3.152919040485115509e+00 9.200061612486455376e-01 6.709696820766130543e+01 2.258325858632698885e-02 1.165299363848611713e-01 -8.223452337703724968e-01 -5.049089852776105225e-01 7.090393556905300043e-02
3.174574942987760107e+00 9.504582792507296762e-01 6.736037337148772508e+01 2.218151326793384517e-02 1.219565357319000731e-01 -7.507729390369020095e-01 -9.796942277095537221e-01 2.256621342850823053e-02
3.082336941927444673e+00 9.036488969883567091e-01 6.787978674346877028e+01 2.253162309354916903e-02 1.187042308228261900e-01 -8.468444590488033441e-01 -5.670225173139809005e-01 5.408513965970852821e-02
3.188023901455031339e+00 9.723330428600253095e-01 6.718667897732046868e+01 2.219176820684668275e-02 1.146030224870105696e-01 -8.616026501510030133e-01 -4.734602388138695606e-01 5.272574911902692951e-02
2.814986831738485407e+00 9.046105065522871413e-01 6.717142455875641360e+01 2.233188355089337634e-02 1.215291944573293759e-01 -8.130381807961915008e-01 -7.898894381812038290e-01 2.078346753318741080e-02
3.049845464010942475e+00 9.261665313707525549e-01 6.830681590815615323e+01 2.244747433684284033e-02 1.261061614291255628e-01 -8.098826686663211927e-01 -6.900645619809129272e-01 4.397958012470892103e-02
2.868234941535535487e+00 9.250738652881514978e-01 6.830131230404774101e+01 2.207883164539453658e-02 1.176735868083004649e-01 -9.413721677720148229e-01 -2.692394789707575065e-01 1.741743151595888037e-02
2.848567558811409661e+00 9.488976176793157968e-01 6.685481516281063818e+01 2.206070764731221309e-02 1.139931954500851691e-01 -8.596986407579763068e-01 -4.148276374148920365e-01 6.147820366431682587e-02
2.848752797116102631e+00 9.897870146189611251e-01 6.874007183140980715e+01 2.201145943598211904e-02 1.279071587276942035e-01 -8.337538061284961444e-01 -7.831555720785523533e-01 4.383134386377800923e-02
3.031693925295411152e+00 9.961183387787363452e-01 6.792271331747650720e+01 2.202494128773174395e-02 1.260466623747761028e-01 -8.158032155983416800e-01 -9.173161117204524651e-01 1.083770041817866750e-02
2.848491379670751833e+00 9.429433834197011866e-01 6.591710377898773743e+01 2.223335055225092102e-02 1.114185460363309177e-01 -8.212929003450062382e-01 -3.731496296158465231e-01 6.112817931463992299e-02
3.047737309191935751e+00 9.473788816462468398e-01 6.883552285988805863e+01 2.241618581952598346e-02 1.240809342831391271e-01 -9.126812342597565575e-01 -4.492712360129129667e-01 4.344752831191526360e-02
3.025212305526999934e+00 9.548909680505773823e-01 6.746816428799125731e+01 2.212656698763841578e-02 1.122422197501564134e-01 -9.533407311416519647e-01 2.574232981954205357e-02 1.337524841397112751e-02
3.127941172257258984e+00 9.455275664590734319e-01 6.739792468084584698e+01 2.234548031088632453e-02 1.201799024168865720e-01 -7.981247684815215848e-01 -6.813110499466055181e-01 7.126955284726474438e-02
3.174496422604362156e+00 9.782565999797185885e-01 6.839327626435651553e+01 2.214071555442147926e-02 1.255154420778407942e-01 -9.504210050248227404e-01 -2.209822496528583979e-01 4.825792621139551875e-02
3.166225004630594420e+00 9.056902883003685734e-01 6.714504549235911668e+01 2.202633351860475500e-02 1.239697376736258461e-01 -8.454238215563254499e-01 -5.000701531951425860e-01 4.820744719322234834e-02
2.899030317148848290e+00 9.143052241050164675e-01 6.592075450677626236e+01 2.248806418659160880e-02 1.108309549674357797e-01 -8.671215940310259551e-01 -1.668684233490336233e-01 1.155749177747907724e-02
2.884240103573538327e+00 9.861116593356179516e-01 6.828316695408081216e+01 2.258670352961901842e-02 1.253078467902649928e-01 -7.657033844915499543e-01 -9.416755475492477601e-01 6.983829441725944442e-02
3.038174471673191768e+00 9.095901770123787644e-01 6.858086822732575172e+01 2.227502001905724838e-02 1.269713338145052328e-01 -7.971851088422150511e-01 -1.044081200023963873e+00 3.819368316064044450e-02
2.969513634115875433e+00 9.319527311238925416e-01 6.838444195708208895e+01 2.232580737601545101e-02 1.149351593368577590e-01 -9.511714822729790964e-01 -9.412180777876111293e-02 5.191473243777462721e-02
3.087608067454956196e+00 9.217234123943692792e-01 6.753958848006456606e+01 2.240502010573553610e-02 1.162679759039706162e-01 -8.890619176324934259e-01 -3.560270358337838115e-01 6.512589937321311417e-02
3.129922683374117831e+00 9.274712249242038631e-01 6.682213959009928317e+01 2.211899785521527842e-02 1.164645195867992922e-01 -7.754975311459384457e-01 -7.611570502173943265e-01 5.834749423966880538e-02
3.036658001232896531e+00 9.079885811246174443e-01 6.919802634623241033e+01 2.228545201817648536e-02 1.289401384316122834e-01 -8.374247624342259222e-01 -8.350622027820722160e-01 4.986183857055791896e-02
2.810254774329167926e+00 9.883597052185637555e-01 6.654508135702808147e+01 2.242288898353711479e-02 1.110840048598952801e-01 -9.080451180174879955e-01 -6.314305065803260675e-02 4.286457886998775585e-02
2.981788255510056551e+00 9.955232173663906003e-01 6.782800618498913536e+01 2.244760558158104616e-02 1.194803606001249713e-01 -9.207951363936150990e-01 -2.463729029795955761e-01 3.923299209369206925e-02
2.968898736795935189e+00 9.482329553966087898e-01 6.567514351722479660e+01 2.200868725625725053e-02 1.118810944756913756e-01 -7.989383903017066579e-01 -5.588529412663214568e-01 4.924878095547925716e-02
2.997241061456970890e+00 9.937936355485382789e-01 6.703766153098510472e+01 2.209805977593294612e-02 1.239953527644852421e-01 -7.564285064524032265e-01 -8.293547070127971210e-01 7.723165140867604972e-02
3.013890084011498605e+00 9.403807169458446857e-01 6.858696098733960866e+01 2.215106188216312347e-02 1.243915991032185919e-01 -8.996508741933508801e-01 -4.950786158942217519e-01 1.676399371697599033e-02
2.801427623390430277e+00 9.449371560969134221e-01 6.694261566520056306e+01 2.219977713584313922e-02 1.122696852515179811e-01 -9.149620413720278567e-01 -1.081751100782244457e-01 2.482487147493176935e-02
2.907102193112409694e+00 9.919571498259072140e-01 6.687172430135620971e+01 2.211674938205640539e-02 1.130345213466113496e-01 -8.926093797856253786e-01 -1.497347691434700589e-01 3.640962938129450877e-02
3.187192690847033383e+00 9.029723083214514778e-01 6.682962226154121765e+01 2.220223586529147808e-02 1.132672225787356157e-01 -8.769828772217862500e-01 -2.395174510027842096e-01 4.201072596739464926e-02
2.805214040921233831e+00 9.788615902089342624e-01 6.750728283338258962e+01 2.200387136856912437e-02 1.142864968358883321e-01 -8.774488032222667044e-01 -2.326878184327483279e-01 7.354081463336505087e-02
2.910542581389141237e+00 9.676737548282159374e-01 6.899889853219782765e+01 2.239304186048704862e-02 1.263816994881481748e-01 -8.887967899810300665e-01 -4.797487355702310108e-01 4.014948981931610456e-02
2.822401258479338537e+00 9.236728036468885294e-01 6.764067276494846226e+01 2.226924896410528709e-02 1.144646187678031862e-01 -9.446350220566994693e-01 -1.221880870678027087e-01 1.703659398822997967e-02
3.063249654217226059e+00 9.476556207717491409e-01 6.755267023686350569e+01 2.254249663101762224e-02 1.158249903906576062e-01 -9.184359638877190868e-01 -1.489708408432643960e-01 3.921126492414343800e-02
2.888831393063286956e+00 9.213136610731806897e-01 6.738204628333647861e+01 2.235362850614992791e-02 1.180022381149119642e-01 -9.443614719212458652e-01 -5.145504749097629116e-02 6.433966926921724783e-02
2.848771860173448189e+00 9.989013789194373105e-01 6.757099396267366842e+01 2.218258005413787509e-02 1.174843727809310873e-01 -9.915503859814127630e-01 1.900797385123076388e-01 4.895394683354925558e-02
2.928876095790629019e+00 9.597450384103303200e-01 6.922798509106281983e+01 2.214898633343622553e-02 1.257577171989106568e-01 -8.719654593912817830e-01 -6.518916992355565654e-01 6.980581278556004243e-02
3.007504125599889999e+00 9.682092442956052869e-01 6.717291256273193767e+01 2.203146477685654150e-02 1.150415541965955496e-01 -8.288876684409971496e-01 -5.587508612353615511e-01 1.187164558816794155e-02
3.046182181174275083e+00 9.084037348024706082e-01 6.569936180836724304e+01 2.221427648304839103e-02 1.146178685914160389e-01 -8.180465033199904035e-01 -3.229381392105974413e-01 5.634733941958122716e-02
2.985712438694827497e+00 9.841417843851755221e-01 6.679802710637548557e+01 2.219525249227094488e-02 1.208673453516245083e-01 -8.673001430056817007e-01 -2.533732608145473630e-01 1.934815866878223864e-02
2.856873871435034129e+00 9.037264124400448129e-01 6.748161206350069108e+01 2.225236245961157919e-02 1.213711268257452874e-01 -8.386764380490880910e-01 -4.927286354031654714e-01 4.846458474331370031e-02
3.159385358844686298e+00 9.733329529912140288e-01 6.698060270482504563e+01 2.228029823901260531e-02 1.150980133014891105e-01 -8.105962191858959720e-01 -7.496103459782781364e-01 6.471247223873312360e-02
3.107789466607671081e+00 9.686220899424974329e-01 6.819134882434191525e+01 2.227440213084692922e-02 1.194710378611159862e-01 -8.566189378260569143e-01 -6.227617977169568331e-01 6.723320254112037653e-02
3.018373620976485316e+00 9.680526219906205876e-01 6.800835513681980160e+01 2.253254376844152432e-02 1.181822157974182913e-01 -9.072365466692144942e-01 -3.571887463280090103e-01 7.297844701652064781e-02
3.097059382536383243e+00 9.026389930957224861e-01 6.621766239548870203e+01 2.201723423994803724e-02 1.102337460982759920e-01 -9.131299645601347326e-01 -7.367773162198232306e-02 3.515665222022238551e-02
3.083830059639701915e+00 9.990525707255486498e-01 7.045178371104104542e+01 2.217553445747252883e-02 1.279665438174324155e-01 -9.692901737752006586e-01 -4.097879818037417632e-01 1.119805437450699902e-02
3.161827741178607543e+00 9.545243209655044359e-01 6.658991244091157569e+01 2.249675756074988320e-02 1.133133910180194048e-01 -8.512637436271761615e-01 -4.956196289397365451e-01 4.245379929666635160e-02
2.864268807311904919e+00 9.149650531167349277e-01 6.758071161335375621e+01 2.257310219508945268e-02 1.233864204919713770e-01 -8.087966643651907095e-01 -5.920336107013779436e-01 1.452119639853370787e-02
3.082780284368492829e+00 9.507168134224940337e-01 6.866246884088985780e+01 2.232198607846024377e-02 1.249132095575488516e-01 -8.488048864404529326e-01 -6.778289665511443296e-01 3.121232209035650768e-02
3.165569367123885147e+00 9.158870382387737097e-01 6.875931922951291142e+01 2.221007045339324498e-02 1.206963678834826886e-01 -9.412088295956411166e-01 -3.998545013860752562e-01 5.291865589092346889e-02
3.096287770350430790e+00 9.977125671893651848e-01 6.855536922685553236e+01 2.257934599449479274e-02 1.249798308791931906e-01 -8.993257372002518846e-01 -2.834917848824196618e-01 1.833220788166034856e-02
2.823871121400016726e+00 9.079193972891633768e-01 6.725363731613575169e+01 2.220951404745565017e-02 1.234920187992096935e-01 -8.437014225226429076e-01 -6.232369703566220664e-01 1.965423615580953048e-02
3.083668114616515243e+00 9.547778866766569728e-01 6.777594511185159831e+01 2.248106554542825611e-02 1.198822796217235698e-01 -9.651645357115892221e-01 6.993377404239664585e-02 4.216143493812584547e-02
3.164425092958948582e+00 9.433551830212723033e-01 6.679612798862083878e+01 2.229666166219288273e-02 1.177268728899466682e-01 -8.394320046330374652e-01 -4.281136410265031778e-01 3.504175466142171735e-02
3.171208404801962200e+00 9.593791803618451075e-01 6.783377748500610949e+01 2.201762318456178605e-02 1.140676099111787578e-01 -9.503284422430429146e-01 -3.182874480135788886e-02 3.973357266618832845e-02
2.965512161825688331e+00 9.946079772370347571e-01 6.752179397263317639e+01 2.217684545587452274e-02 1.160355426913042692e-01 -8.815335095121392683e-01 -3.924326063941365739e-01 4.029281990004387332e-02
3.056405457984120666e+00 9.690029696570903184e-01 6.719903329146558235e+01 2.258095274057268440e-02 1.126587374802466013e-01 -8.914335809915363562e-01 -2.198929525610096025e-01 4.945821237346413601e-02
3.012139015132112352e+00 9.006807030732582042e-01 6.647931018261240865e+01 2.203303266188667842e-02 1.205458143636320284e-01 -7.520752443877039006e-01 -8.832083018644880656e-01 7.215672875968287547e-02
3.087608067454956196e+00 9.217234123943692792e-01 6.753958848006456606e+01 2.240502010573553610e-02 1.162679759039706162e-01 -8.890619176324934259e-01 -3.560270358337838115e-01 6.512589937321311417e-02
2.874789620993007944e+00 9.939397639926068617e-01 6.701131569998871385e+01 2.238780227354758567e-02 1.181545331433241086e-01 -8.640851787179792964e-01 -2.993748106807840870e-01 3.427529495175097446e-02
3.067529814955381795e+00 9.840874623526909559e-01 6.902235363950627800e+01 2.253553160733564806e-02 1.284702543174814637e-01 -8.316722602199273506e-01 -8.543085452806298274e-01 7.485475539752618757e-02
2.937671514018866059e+00 9.782422694668528873e-01 6.856589616653134556e+01 2.226201110244773948e-02 1.282277469924715529e-01 -8.668979876705558141e-01 -5.358190347376337037e-01 6.872937697323727724e-02
3.124216054936904907e+00 9.255883719167785628e-01 6.729428868353576831e+01 2.209278302938448221e-02 1.237099708601522990e-01 -7.477884741471969576e-01 -9.108036884711954162e-01 5.511915211020097793e-02
3.169380916511422619e+00 9.422248180295990094e-01 6.721289739136751962e+01 2.258124288136507257e-02 1.157632174047373980e-01 -8.600481268519402089e-01 -2.526045201243960481e-01 4.129437074215728393e-02
3.006539217607489434e+00 9.979347290161142414e-01 6.716521664368013944e+01 2.209647814085004963e-02 1.241638396486579449e-01 -8.691077836791880618e-01 -2.931593669458567586e-01 7.936553897915582523e-02
2.978156150935766799e+00 9.997404767713695684e-01 6.756067788047953115e+01 2.226253172645889858e-02 1.193500425051005620e-01 -8.457136075704030365e-01 -4.934974565955376757e-01 7.787638579722906684e-02
2.943382805009859826e+00 9.449408396983195457e-01 6.607499519563785384e+01 2.207132310719941634e-02 1.157561483702980454e-01 -7.082141188877573157e-01 -9.590266229176054313e-01 4.025716346214719410e-02
3.154805265391621649e+00 9.074529233519277316e-01 6.720008596448043647e+01 2.244919294581222691e-02 1.168943960385577241e-01 -8.699535543964769246e-01 -3.096867484193293052e-01 3.121700523636936758e-02
2.956417671838479144e+00 9.421743206786886704e-01 6.841464680624470418e+01 2.253214946190150794e-02 1.252492491249062867e-01 -9.591877871968383928e-01 -1.229012102387583294e-01 1.944853236089893675e-02
3.197906286378208396e+00 9.796080927451256137e-01 6.801913780293924106e+01 2.213213239882603697e-02 1.155624943040472197e-01 -9.935223932511512146e-01 1.259038177428477567e-01 5.550938147563963532e-02
3.156454681043368016e+00 9.186949275499403100e-01 6.802608626040962747e+01 2.225323588695761468e-02 1.175542002017035681e-01 -8.876769858900739329e-01 -3.412539857951086830e-01 7.435606358525218007e-02
3.173736013545549906e+00 9.723363638407395149e-01 6.704680904975577960e+01 2.237049553345451733e-02 1.184055973018014601e-01 -7.333151810490319278e-01 -8.209212562038938898e-01 3.896986420122784678e-02
3.118296674343159047e+00 9.033157550661090607e-01 6.620147885981909042e+01 2.201376013907896043e-02 1.128534961623430255e-01 -8.935361826672294505e-01 -7.169705527762193498e-02 6.466559847657371574e-02
2.957207369908374073e+00 9.833545752044432486e-01 6.794713143395996724e+01 2.237360594495222885e-02 1.204283503388889481e-01 -9.220825831814278839e-01 -1.792273047206971448e-01 6.266340513487762831e-02
2.989696304430323970e+00 9.190966696843743122e-01 6.669372076333299049e+01 2.208182503091571727e-02 1.187005494142953921e-01 -8.060539676114637508e-01 -4.959796806711080919e-01 5.527808424773869578e-02
3.011477436050382206e+00 9.770965067276564664e-01 6.726210014669794646e+01 2.206696919193748899e-02 1.141094361263111229e-01 -8.927609481204934472e-01 -3.111901736883420089e-01 2.825361576742744379e-02
2.926291189665719106e+00 9.874519598564972522e-01 6.871147257550019560e+01 2.234653914944579808e-02 1.248365925158118339e-01 -8.519417835959177676e-01 -6.522481465227500941e-01 4.221604556846225709e-02
3.182022564729618530e+00 9.608462017736094651e-01 6.895426970227194374e+01 2.228701205584137507e-02 1.183738135934373908e-01 -9.015533982618308961e-01 -4.837505784761488847e-01 4.108413889845467099e-02
2.816673104189725940e+00 9.349201862905449634e-01 6.733394538053762801e+01 2.200597276083153184e-02 1.145925191963170636e-01 -9.648621501929453004e-01 9.018636878771735255e-02 2.047400873428167553e-02
