logA n_s H0 omega_b omega_cdm m_ncdm w0_fld wa_fld tau_reio
3.027145843145404580e+00 9.825732667055910863e-01 7.190411405693286895e+01 2.241304915734314979e-02 1.124479417892014499e-01 8.860459444237933635e-02 -9.666013813069764815e-01 5.669456124769713945e-01 3.431765315072565076e-02
2.845496766495578811e+00 9.066807265160696794e-01 7.173781646116970023e+01 2.209180410663820135e-02 1.141931520665264987e-01 8.615561579098479639e-02 -9.280742010018545596e-01 4.105584904437926674e-01 5.914298619890537984e-02
3.198551604137183091e+00 9.571920391733707012e-01 7.105000251140120326e+01 2.238003172806346530e-02 1.179853544206495575e-01 7.648167316125684123e-02 -8.329662968464930373e-01 8.399917818411006820e-02 6.458724258348004510e-02
2.890217368355648020e+00 9.360595418091429698e-01 7.204337421282461662e+01 2.228585917664287555e-02 1.104820667372463927e-01 2.727328531377181189e-02 -1.021657549504087159e+00 7.790101417597150579e-01 7.363918171220816544e-02
2.858747601386354198e+00 9.988982270119977080e-01 7.479574838959163685e+01 2.244516722958184163e-02 1.282599502939755776e-01 1.861660632349934619e-02 -1.066378882297702502e+00 6.209789348366903106e-01 3.517058205177299446e-02
2.906519978998417297e+00 9.386185206343629073e-01 7.495626178392083716e+01 2.239440585289193333e-02 1.290432755309957324e-01 7.450342252963584877e-02 -9.887377198197448980e-01 3.192420463450038604e-01 7.570263989648366720e-02
3.195106510569004854e+00 9.226080028793389731e-01 7.328361166541037619e+01 2.236509239765459636e-02 1.299065485905069317e-01 8.990860740460381029e-02 -9.124695438428471750e-01 9.038784077630079850e-02 5.614750216016022727e-02
3.080037869516641269e+00 9.185834880173175954e-01 7.173730829314395407e+01 2.231744143894249036e-02 1.220900554078048206e-01 7.332495637052470483e-02 -8.642620329873973439e-01 1.290736252152231422e-01 6.231188335777655685e-02
2.949929861118251395e+00 9.423316084013825256e-01 7.066115841294887900e+01 2.239960095045434585e-02 1.168557436147780182e-01 2.665151116666589909e-02 -7.513811158492709197e-01 -6.894700604101933195e-02 6.467695588188791811e-02
2.874131468208059204e+00 9.809859188480709591e-01 7.135794830406001665e+01 2.213235975724756402e-02 1.266039422565951034e-01 7.637197586248122005e-02 -8.066976884498313627e-01 1.728203502208502940e-02 7.965875429133952024e-02
3.181307361852358184e+00 9.954431453456504819e-01 7.220966282149800008e+01 2.246256495656638943e-02 1.275334630206408359e-01 7.895391465542156428e-02 -7.775839423429089514e-01 -3.047906004221352383e-01 3.109587688634080083e-02
3.091053787997974922e+00 9.024952728207504826e-01 7.519577196646184802e+01 2.216088459778301975e-02 1.185198277752380625e-01 7.923605188061889210e-03 -1.060012218885479474e+00 5.658606800698287032e-01 6.360785516757393177e-02
