# logA n_s H0 omega_b omega_cdm tau_reio weight loglikelihood
1.93384817e+00 9.42859736e-01 2.12166679e+01 3.12536687e-02 2.07907931e-01 2.57953060e-01 0.00000000e+00 -1.00000000e+300
2.24791923e+00 8.25729619e-01 7.88235309e+01 4.73668662e-02 9.66452342e-02 2.10837283e-01 0.00000000e+00 -1.00000000e+300
2.02837973e+00 8.75106575e-01 4.45162636e+01 2.13851938e-02 1.54358986e-01 6.72846393e-01 0.00000000e+00 -1.00000000e+300
2.30139652e+00 9.72884367e-01 2.11118774e+01 8.31051679e-02 6.88442313e-02 3.72038066e-02 0.00000000e+00 -1.00000000e+300
3.01473188e+00 9.57235659e-01 2.65301513e+01 5.19240150e-02 8.02475124e-01 3.92388460e-01 0.00000000e+00 -1.00000000e+300
2.42964950e+00 8.43914497e-01 3.61197968e+01 5.72876321e-03 8.44057407e-01 3.45835987e-01 0.00000000e+00 -1.00000000e+300
2.67511860e+00 1.16731530e+00 3.73012585e+01 2.39516400e-02 6.37911739e-01 6.51900064e-01 0.00000000e+00 -1.00000000e+300
2.28782514e+00 8.96309416e-01 4.35951848e+01 8.92761090e-02 7.64812450e-02 1.42849261e-01 0.00000000e+00 -1.00000000e+300
3.40945387e+00 1.08838482e+00 4.20228646e+01 8.36955005e-02 3.61313734e-01 3.81877028e-01 0.00000000e+00 -1.00000000e+300
2.69615914e+00 1.10596138e+00 9.98830976e+01 9.48466239e-02 6.48168707e-02 3.04788335e-01 0.00000000e+00 -1.00000000e+300
2.90467727e+00 1.05325210e+00 9.58308875e+01 6.32133494e-03 3.53673835e-02 5.86635916e-01 0.00000000e+00 -1.00000000e+300
2.64710584e+00 1.06114665e+00 4.67347168e+01 4.33779961e-02 2.38530501e-01 1.75288653e-02 0.00000000e+00 -1.00000000e+300
3.74143366e+00 9.50158227e-01 3.58930936e+01 4.13697514e-02 8.90657208e-01 2.03092892e-01 0.00000000e+00 -1.00000000e+300
2.30139571e+00 1.10990786e+00 7.96913127e+01 6.84306579e-02 4.73384550e-01 1.89446400e-01 0.00000000e+00 -1.00000000e+300
3.31919643e+00 1.07571136e+00 7.99532941e+01 4.39132441e-02 2.61286515e-01 6.65456650e-01 0.00000000e+00 -1.00000000e+300
2.79369094e+00 9.18988810e-01 5.92174941e+01 7.99738924e-02 4.71325313e-01 5.97639674e-01 0.00000000e+00 -1.00000000e+300
2.69459184e+00 1.19000797e+00 9.40428069e+01 6.50701223e-02 9.48580878e-02 1.27497169e-01 0.00000000e+00 -1.00000000e+300
2.90132953e+00 8.13863511e-01 4.12652032e+01 4.49992345e-02 5.95776324e-02 6.55087923e-01 0.00000000e+00 -1.00000000e+300
2.98682480e+00 1.02333275e+00 5.77742172e+01 8.53965596e-02 2.72337666e-01 1.89678013e-01 0.00000000e+00 -1.00000000e+300
3.57152469e+00 9.23794178e-01 3.67637722e+01 7.71200558e-02 3.47533664e-01 6.33963851e-02 0.00000000e+00 -1.00000000e+300
1.74546133e+00 1.06272638e+00 5.85801597e+01 7.23766422e-02 1.25480090e-01 4.03739320e-01 0.00000000e+00 -1.00000000e+300
1.74597724e+00 9.26768493e-01 4.73422296e+01 5.06257346e-02 1.93615938e-02 1.88548265e-01 0.00000000e+00 -1.00000000e+300
3.66637603e+00 9.54459730e-01 6.97871195e+01 2.31035423e-02 5.66814222e-01 1.86054213e-01 0.00000000e+00 -1.00000000e+300
3.30051329e+00 8.31635894e-01 2.42361737e+01 9.91750729e-02 4.83345663e-01 1.31325065e-01 0.00000000e+00 -1.00000000e+300
3.64796775e+00 1.09681829e+00 2.83785176e+01 2.51736665e-02 5.94627587e-01 6.82307509e-01 0.00000000e+00 -1.00000000e+300
2.92715955e+00 1.02106248e+00 4.06017505e+01 5.22214430e-02 5.42072340e-02 2.16605332e-01 0.00000000e+00 -1.00000000e+300
3.58278490e+00 1.18367504e+00 8.82990375e+01 6.91941069e-02 4.73248164e-01 5.28252869e-01 0.00000000e+00 -1.00000000e+300
1.87443529e+00 1.11735679e+00 3.40539536e+01 5.56098804e-02 4.79850869e-01 5.74303666e-01 0.00000000e+00 -1.00000000e+300
3.56109128e+00 1.09725278e+00 7.83411686e+01 5.91071616e-02 8.66575133e-01 3.40251625e-01 0.00000000e+00 -1.00000000e+300
1.75472598e+00 8.79971044e-01 2.29564921e+01 1.87721722e-02 4.42239512e-01 5.40325337e-02 0.00000000e+00 -1.00000000e+300
2.03475531e+00 1.10819792e+00 8.85988110e+01 9.98251679e-02 4.41484581e-01 2.70029855e-01 0.00000000e+00 -1.00000000e+300
2.39739522e+00 8.63566256e-01 7.19739490e+01 6.21071381e-02 1.39606828e-01 4.13462601e-01 0.00000000e+00 -1.00000000e+300
2.45739622e+00 9.43499289e-01 3.59971604e+01 7.76651835e-02 2.09352025e-01 3.18209409e-01 0.00000000e+00 -1.00000000e+300
2.08986716e+00 9.09047364e-01 3.77834359e+01 9.24999204e-03 9.50067354e-01 2.24532112e-01 0.00000000e+00 -1.00000000e+300
2.07476710e+00 1.13136829e+00 2.86014245e+01 4.79870466e-02 7.98739711e-01 4.46944799e-01 0.00000000e+00 -1.00000000e+300
3.45920443e+00 9.36524282e-01 4.18670057e+01 5.30567141e-02 8.47188758e-01 7.88617683e-01 0.00000000e+00 -1.00000000e+300
1.64945659e+00 1.01497415e+00 4.33988805e+01 6.28273786e-03 7.73597453e-02 1.57172818e-01 0.00000000e+00 -1.00000000e+300
2.76021882e+00 1.19869335e+00 8.92093716e+01 7.17299652e-02 1.15138490e-01 7.20269475e-01 0.00000000e+00 -1.00000000e+300
2.12314384e+00 1.15605780e+00 4.47874297e+01 6.65094823e-02 5.76503982e-02 6.09501182e-01 0.00000000e+00 -1.00000000e+300
2.39754682e+00 1.01408686e+00 9.24697590e+01 7.04649970e-02 7.24443979e-02 4.87303978e-01 0.00000000e+00 -1.00000000e+300
1.90185203e+00 1.08213381e+00 2.07024311e+01 8.76473106e-02 6.54035489e-01 4.81380436e-01 0.00000000e+00 -1.00000000e+300
3.12266637e+00 8.96342596e-01 9.37748604e+01 4.46829083e-02 6.62764054e-01 1.38053011e-01 0.00000000e+00 -1.00000000e+300
2.31278856e+00 9.69547312e-01 8.39629072e+01 6.94275620e-02 6.15515496e-01 3.84788359e-01 0.00000000e+00 -1.00000000e+300
3.39097104e+00 9.55066332e-01 9.85372637e+01 3.79446167e-02 2.42963141e-01 1.83743418e-01 0.00000000e+00 -1.00000000e+300
2.29556330e+00 9.55831069e-01 2.93685575e+01 6.84806840e-02 8.96317350e-01 4.48987831e-01 0.00000000e+00 -1.00000000e+300
2.19106192e+00 8.69759758e-01 3.10413449e+01 7.71482099e-02 1.74807120e-01 1.90779316e-01 0.00000000e+00 -1.00000000e+300
2.14297640e+00 1.00772605e+00 5.33253479e+01 9.22309264e-02 6.20681700e-01 3.58094655e-01 0.00000000e+00 -1.00000000e+300
1.82661918e+00 1.16371966e+00 9.71336670e+01 6.41090712e-02 7.92216757e-01 1.42015215e-01 0.00000000e+00 -1.00000000e+300
2.62860763e+00 9.77439557e-01 2.64539152e+01 2.77787957e-02 9.48037344e-01 4.37364408e-01 0.00000000e+00 -1.00000000e+300
3.11572841e+00 9.80495351e-01 2.75540813e+01 8.62011818e-03 4.65366498e-01 5.00314494e-01 0.00000000e+00 -1.00000000e+300
2.97366116e+00 9.10683566e-01 3.65212033e+01 7.81918546e-02 2.07076826e-01 7.10431245e-01 0.00000000e+00 -1.00000000e+300
3.50935011e+00 1.01559470e+00 6.26614343e+01 5.38905398e-02 5.90158299e-01 3.82057318e-01 0.00000000e+00 -1.00000000e+300
2.62441733e+00 1.07933869e+00 3.38707224e+01 1.58653793e-02 1.93771224e-01 1.75222153e-01 0.00000000e+00 -1.00000000e+300
1.61882202e+00 8.13654155e-01 2.33295062e+01 3.21954440e-02 5.86632393e-01 2.83245678e-01 0.00000000e+00 -1.00000000e+300
2.75836046e+00 1.17188207e+00 4.99825193e+01 5.19492571e-03 4.67997702e-01 4.94028472e-01 0.00000000e+00 -1.00000000e+300
2.16183233e+00 9.57821600e-01 2.16256707e+01 7.56686505e-02 6.63295687e-01 1.11351828e-01 0.00000000e+00 -1.00000000e+300
3.25416277e+00 1.00850188e+00 2.43599656e+01 4.83798514e-02 6.85404715e-01 3.27234360e-01 0.00000000e+00 -1.00000000e+300
2.76264722e+00 1.19220087e+00 6.58058521e+01 4.63933075e-02 3.69845225e-01 5.18365777e-01 0.00000000e+00 -1.00000000e+300
3.82499406e+00 1.09811894e+00 6.98375211e+01 1.48399408e-02 1.79595253e-01 7.32534192e-01 0.00000000e+00 -1.00000000e+300
3.89681181e+00 8.77548199e-01 8.34772664e+01 5.06925138e-02 9.54388188e-02 2.59275085e-01 0.00000000e+00 -1.00000000e+300
3.63723179e+00 1.08083973e+00 5.63062256e+01 3.00069985e-02 7.80754783e-01 5.67703571e-02 0.00000000e+00 -1.00000000e+300
3.85397798e+00 1.17201706e+00 2.94881481e+01 6.96400165e-02 7.72071483e-01 4.46200980e-01 0.00000000e+00 -1.00000000e+300
3.68310635e+00 8.74202216e-01 3.41680785e+01 6.80281601e-02 4.42086997e-01 7.12681474e-01 0.00000000e+00 -1.00000000e+300
3.01493422e+00 1.14715946e+00 9.28200686e+01 9.42560795e-02 8.80944372e-01 4.55467464e-01 0.00000000e+00 -1.00000000e+300
2.42481992e+00 8.54173348e-01 7.80767231e+01 5.50446799e-03 2.67797795e-01 1.85090814e-02 0.00000000e+00 -1.00000000e+300
3.40462653e+00 9.73676407e-01 8.10691566e+01 8.63259107e-03 8.34465479e-01 3.10951338e-01 0.00000000e+00 -1.00000000e+300
2.56962242e+00 1.00063579e+00 9.46666642e+01 8.73027838e-02 1.12460686e-01 6.35200411e-01 0.00000000e+00 -1.00000000e+300
2.71530148e+00 1.15960113e+00 7.80655018e+01 6.37826912e-02 8.45443529e-01 5.83324621e-01 0.00000000e+00 -1.00000000e+300
3.88222431e+00 8.06450857e-01 9.19240152e+01 5.53475696e-02 5.39997808e-02 7.34227079e-01 0.00000000e+00 -1.00000000e+300
2.48859814e+00 1.13781575e+00 2.52071266e+01 1.38157108e-02 8.37773904e-01 4.37836180e-01 0.00000000e+00 -1.00000000e+300
2.37068006e+00 9.99471390e-01 7.43693106e+01 8.88248356e-03 6.45435621e-01 3.96749818e-01 0.00000000e+00 -1.00000000e+300
3.41572901e+00 1.00199231e+00 4.53007122e+01 9.81553289e-02 7.27012392e-01 4.37700423e-01 0.00000000e+00 -1.00000000e+300
1.95990742e+00 1.16657868e+00 7.49336486e+01 8.65020541e-02 6.75595279e-01 3.90625647e-01 0.00000000e+00 -1.00000000e+300
3.11290012e+00 8.71310624e-01 3.98332309e+01 8.30484084e-02 7.00649469e-01 3.04795975e-01 0.00000000e+00 -1.00000000e+300
3.19715268e+00 1.18684455e+00 4.15901553e+01 5.40712963e-02 2.73635159e-01 1.30425910e-01 0.00000000e+00 -1.00000000e+300
3.82970122e+00 9.97441495e-01 9.84188128e+01 2.53867371e-02 6.52201052e-01 5.76421387e-01 0.00000000e+00 -1.00000000e+300
2.78272030e+00 1.12355635e+00 9.68693148e+01 4.38191804e-02 8.73573451e-01 3.91146581e-01 0.00000000e+00 -1.00000000e+300
2.15544731e+00 1.11791263e+00 5.29622285e+01 8.32276968e-02 1.82847144e-01 3.54548108e-01 0.00000000e+00 -1.00000000e+300
3.43734684e+00 1.19435206e+00 6.78783304e+01 1.52317804e-02 2.59146018e-01 7.56358962e-01 0.00000000e+00 -1.00000000e+300
2.14977075e+00 9.64794422e-01 4.22748778e+01 5.06723152e-02 4.50791488e-02 7.63594374e-01 0.00000000e+00 -1.00000000e+300
3.79578646e+00 1.07524127e+00 9.64012349e+01 5.75600215e-02 2.36400839e-01 1.41429141e-02 0.00000000e+00 -1.00000000e+300
2.81190358e+00 1.00039983e+00 9.85930840e+01 9.93563648e-02 9.67080221e-01 3.80455733e-01 0.00000000e+00 -1.00000000e+300
2.32052142e+00 1.04171687e+00 9.79848308e+01 8.36848857e-02 6.60691821e-01 7.51551848e-02 0.00000000e+00 -1.00000000e+300
2.36517830e+00 8.43109662e-01 6.19035862e+01 6.62231384e-02 9.50215489e-01 4.93866277e-01 0.00000000e+00 -1.00000000e+300
3.18542258e+00 1.18054939e+00 2.50113891e+01 3.28082746e-02 4.07404149e-01 2.33694547e-01 0.00000000e+00 -1.00000000e+300
3.90441392e+00 8.25459596e-01 6.28735187e+01 4.25418522e-02 6.52984712e-01 4.16113419e-01 0.00000000e+00 -1.00000000e+300
2.51554978e+00 9.86088861e-01 6.43612806e+01 4.23931456e-02 9.20592085e-02 3.43264581e-01 0.00000000e+00 -1.00000000e+300
3.56575777e+00 9.65599313e-01 2.43097433e+01 7.68662373e-02 8.49440398e-01 3.75875039e-01 0.00000000e+00 -1.00000000e+300
2.31081530e+00 1.19440553e+00 3.12827735e+01 1.14265623e-02 9.35401404e-01 1.70025462e-01 0.00000000e+00 -1.00000000e+300
3.41746910e+00 9.09584743e-01 3.74741330e+01 1.76482814e-02 2.37902177e-01 6.57426831e-01 0.00000000e+00 -1.00000000e+300
3.73363930e+00 1.03703309e+00 8.66829334e+01 7.01608608e-02 1.82568965e-01 7.66192129e-01 0.00000000e+00 -1.00000000e+300
3.69002914e+00 1.00980826e+00 6.65624320e+01 3.43642149e-02 9.02780512e-01 2.59808903e-01 0.00000000e+00 -1.00000000e+300
3.85617263e+00 8.16749120e-01 2.24483320e+01 1.12709336e-02 8.09494751e-01 4.95590927e-01 0.00000000e+00 -1.00000000e+300
2.59471859e+00 9.51101739e-01 7.63950057e+01 5.05735772e-02 9.55532647e-01 2.95338802e-01 0.00000000e+00 -1.00000000e+300
3.83211698e+00 1.05141738e+00 3.24719565e+01 8.09479089e-02 1.18537226e-01 4.57409170e-01 0.00000000e+00 -1.00000000e+300
2.71281343e+00 8.34931054e-01 8.42392762e+01 8.75216723e-02 7.71329944e-01 1.56733230e-01 0.00000000e+00 -1.00000000e+300
2.39697105e+00 8.38025864e-01 2.40417201e+01 2.96810324e-02 2.67326582e-01 4.21702112e-01 0.00000000e+00 -1.00000000e+300
3.58840623e+00 1.05749366e+00 4.12011984e+01 6.22224966e-03 9.68791900e-01 7.88870658e-01 0.00000000e+00 -1.00000000e+300
3.68400556e+00 8.05261257e-01 6.66862431e+01 6.27526479e-02 4.68830433e-01 5.89488120e-01 0.00000000e+00 -1.00000000e+300
3.39610200e+00 1.19207385e+00 8.20716910e+01 6.96626315e-03 2.22943620e-01 4.20987580e-01 0.00000000e+00 -1.00000000e+300
2.08758341e+00 1.09888645e+00 8.59852545e+01 6.20652033e-02 4.01840981e-01 7.27756350e-01 0.00000000e+00 -1.00000000e+300
3.02991065e+00 1.14234789e+00 8.20703340e+01 1.13655152e-02 6.40371469e-01 2.58978247e-01 0.00000000e+00 -1.00000000e+300
2.57394560e+00 8.37169281e-01 2.59850651e+01 7.34550754e-02 7.47044729e-01 4.16736051e-01 0.00000000e+00 -1.00000000e+300
2.70786219e+00 8.71226478e-01 3.08663671e+01 6.19968685e-02 8.93885482e-01 1.64587463e-02 0.00000000e+00 -1.00000000e+300
2.34950156e+00 1.18664255e+00 9.80988311e+01 4.71803412e-02 4.81075357e-01 5.88844590e-01 0.00000000e+00 -1.00000000e+300
3.06428089e+00 9.10113401e-01 8.59358570e+01 9.09606286e-02 8.80818495e-01 1.90507495e-01 0.00000000e+00 -1.00000000e+300
3.18837843e+00 9.59474575e-01 2.33482733e+01 5.76708098e-02 6.33694463e-02 7.08918697e-02 0.00000000e+00 -1.00000000e+300
3.89854696e+00 1.15827322e+00 9.31321805e+01 9.46768128e-02 8.54936796e-01 4.47608870e-01 0.00000000e+00 -1.00000000e+300
3.18569415e+00 1.19648307e+00 7.13505130e+01 1.75790264e-02 6.71307760e-01 7.48557694e-01 0.00000000e+00 -1.00000000e+300
2.69779467e+00 1.18192810e+00 8.93156236e+01 6.11065130e-02 7.19622884e-01 7.79618037e-01 0.00000000e+00 -1.00000000e+300
3.57677727e+00 9.91103197e-01 7.17247784e+01 6.93179837e-03 7.45896905e-01 9.10221688e-02 0.00000000e+00 -1.00000000e+300
2.58087873e+00 1.15395019e+00 5.30711204e+01 3.37588588e-02 6.15607920e-01 6.88956607e-01 0.00000000e+00 -1.00000000e+300
2.39638628e+00 9.03300651e-01 2.54311303e+01 8.31623154e-02 9.43458480e-01 5.80030591e-01 0.00000000e+00 -1.00000000e+300
2.98677120e+00 8.56107508e-01 9.35006571e+01 1.27078781e-02 6.95193087e-01 5.07210076e-01 0.00000000e+00 -1.00000000e+300
2.25276169e+00 1.19990040e+00 9.47831002e+01 7.22570853e-02 4.75309841e-01 4.48070147e-01 0.00000000e+00 -1.00000000e+300
3.48784795e+00 1.08692417e+00 3.17790610e+01 3.01227672e-02 4.89447242e-01 4.83442558e-01 0.00000000e+00 -1.00000000e+300
1.81839065e+00 9.06826792e-01 3.01803846e+01 9.21372059e-02 6.05017662e-01 6.00568863e-01 0.00000000e+00 -1.00000000e+300
3.67786006e+00 9.67702834e-01 2.42604837e+01 9.81687648e-02 1.77377733e-01 7.68501360e-02 0.00000000e+00 -1.00000000e+300
2.47649073e+00 8.70018117e-01 3.89502227e+01 9.01441556e-02 4.28073077e-01 2.99311574e-01 0.00000000e+00 -1.00000000e+300
1.98960077e+00 1.13749579e+00 9.12187593e+01 8.51100521e-02 6.23007956e-01 7.19098605e-01 0.00000000e+00 -1.00000000e+300
3.30503263e+00 9.84223468e-01 2.29681800e+01 8.03174007e-02 1.96537019e-01 6.48825270e-01 0.00000000e+00 -1.00000000e+300
3.36001241e+00 9.74893630e-01 6.01699728e+01 3.11900524e-02 8.72634491e-01 3.11564870e-01 0.00000000e+00 -1.00000000e+300
2.54872290e+00 1.00670234e+00 5.61219133e+01 5.70664501e-02 5.11016541e-02 9.63078530e-02 0.00000000e+00 -1.00000000e+300
3.75925570e+00 1.03938470e+00 6.18475283e+01 7.85448344e-02 6.03101764e-01 5.38403367e-01 0.00000000e+00 -1.00000000e+300
3.88342437e+00 1.09537838e+00 6.12345034e+01 7.89877326e-02 6.26702573e-01 7.90158766e-01 0.00000000e+00 -1.00000000e+300
1.69281554e+00 8.47288081e-01 6.16636804e+01 6.36064624e-02 3.82298284e-01 3.97092478e-01 0.00000000e+00 -1.00000000e+300
2.80103764e+00 1.17814747e+00 8.33733163e+01 1.69856523e-02 4.76678080e-01 4.21115278e-01 0.00000000e+00 -1.00000000e+300
3.29168538e+00 1.11601706e+00 5.67962618e+01 6.98808127e-02 2.49923225e-01 8.69122935e-02 0.00000000e+00 -1.00000000e+300
2.96093604e+00 9.46508168e-01 8.18181817e+01 9.21013391e-02 5.19771116e-02 2.92562018e-01 0.00000000e+00 -1.00000000e+300
1.72347603e+00 1.16468394e+00 2.58516396e+01 1.85675675e-02 5.85169834e-01 5.15255405e-01 0.00000000e+00 -1.00000000e+300
1.88747960e+00 1.05508590e+00 2.77196182e+01 1.87670318e-02 7.59665735e-01 4.14005935e-01 0.00000000e+00 -1.00000000e+300
3.44796757e+00 1.17544733e+00 5.56367368e+01 8.15614444e-02 2.15719773e-01 7.86812216e-01 0.00000000e+00 -1.00000000e+300
3.87530009e+00 8.29086233e-01 5.61119995e+01 8.13939653e-03 5.62481099e-01 6.24545374e-01 0.00000000e+00 -1.00000000e+300
3.33396832e+00 1.09761638e+00 5.04595171e+01 8.54280790e-02 9.56996682e-02 6.26074758e-01 0.00000000e+00 -1.00000000e+300
3.64711385e+00 1.01027502e+00 7.04946716e+01 3.57909034e-02 1.16529527e-01 4.68794736e-01 0.00000000e+00 -1.00000000e+300
3.48426506e+00 1.06451576e+00 2.78016235e+01 2.15353550e-02 9.74130340e-01 4.08556874e-01 0.00000000e+00 -1.00000000e+300
2.08964132e+00 1.02398596e+00 2.42301928e+01 3.73509289e-02 8.83645973e-02 2.78041960e-02 0.00000000e+00 -1.00000000e+300
3.57222056e+00 9.94410393e-01 3.52835805e+01 9.69565612e-02 1.22955589e-01 7.14223242e-01 0.00000000e+00 -1.00000000e+300
2.87029297e+00 1.07642750e+00 8.84148561e+01 2.45269978e-02 6.19236062e-01 7.37227213e-01 0.00000000e+00 -1.00000000e+300
3.23775471e+00 1.13196222e+00 8.12764601e+01 7.58530529e-02 4.14904445e-01 6.33969748e-01 0.00000000e+00 -1.00000000e+300
3.12335969e+00 8.00233955e-01 4.79185909e+01 4.25421318e-02 1.86578728e-01 3.00693066e-01 0.00000000e+00 -1.00000000e+300
3.60756711e+00 8.00598594e-01 9.52930300e+01 2.36603089e-02 9.05981784e-01 6.87234319e-01 0.00000000e+00 -1.00000000e+300
2.20576595e+00 1.14173392e+00 3.47403107e+01 3.68256134e-02 1.13987951e-01 5.24264581e-01 0.00000000e+00 -1.00000000e+300
2.64338738e+00 1.19900150e+00 4.03945490e+01 8.09629596e-02 9.36229215e-01 1.60843960e-01 0.00000000e+00 -1.00000000e+300
3.75670998e+00 9.71814153e-01 8.18444918e+01 8.37780112e-02 8.35446261e-01 1.33800422e-01 0.00000000e+00 -1.00000000e+300
3.46592683e+00 9.71542213e-01 3.45164503e+01 4.14197629e-02 3.04413450e-01 1.64672522e-01 0.00000000e+00 -1.00000000e+300
1.82594116e+00 1.13312566e+00 2.31467976e+01 5.95917422e-02 4.84733441e-01 9.78142712e-02 0.00000000e+00 -1.00000000e+300
3.59229196e+00 1.18186695e+00 7.63213046e+01 9.57379994e-02 9.59664564e-01 4.00085473e-02 0.00000000e+00 -1.00000000e+300
3.12354460e+00 9.00491021e-01 2.93564112e+01 4.25656354e-02 1.78777855e-01 1.54516727e-01 0.00000000e+00 -1.00000000e+300
3.80629976e+00 1.05357422e+00 6.38307026e+01 6.54028560e-02 1.27168730e-01 1.09970056e-02 0.00000000e+00 -1.00000000e+300
2.79610334e+00 1.02131448e+00 8.00718866e+01 7.34510444e-02 3.41664830e-01 7.94371030e-01 0.00000000e+00 -1.00000000e+300
3.45888409e+00 1.07169369e+00 9.50902739e+01 4.55015510e-02 5.53876390e-01 6.29237204e-01 0.00000000e+00 -1.00000000e+300
1.90948753e+00 9.62145228e-01 2.21146017e+01 7.17204813e-02 9.48814555e-02 6.54948263e-02 0.00000000e+00 -1.00000000e+300
2.17882298e+00 8.80377507e-01 6.78829995e+01 2.90279447e-02 5.58219344e-01 3.64496747e-01 0.00000000e+00 -1.00000000e+300
2.85469510e+00 1.12355391e+00 6.69773380e+01 7.80331947e-03 6.21344843e-01 6.35924574e-01 0.00000000e+00 -1.00000000e+300
3.58873144e+00 1.05220157e+00 4.36912052e+01 9.41321965e-02 2.63020003e-01 9.91925740e-02 0.00000000e+00 -1.00000000e+300
2.92388999e+00 8.74031784e-01 4.83328474e+01 3.25096059e-02 8.51624355e-01 3.21180863e-01 0.00000000e+00 -1.00000000e+300
1.83922831e+00 9.14990244e-01 2.25430026e+01 8.18335625e-02 4.31953788e-01 2.42819095e-01 0.00000000e+00 -1.00000000e+300
2.99496636e+00 1.00074473e+00 5.45370960e+01 5.73720248e-02 1.67174149e-01 2.03422979e-02 0.00000000e+00 -1.00000000e+300
2.19658250e+00 1.15371059e+00 9.99621432e+01 2.91892787e-02 9.16615728e-01 3.03640937e-01 0.00000000e+00 -1.00000000e+300
3.54576560e+00 8.71955059e-01 8.29883458e+01 2.81857871e-02 7.47898101e-01 2.53311354e-01 0.00000000e+00 -1.00000000e+300
1.65021860e+00 8.26500119e-01 5.89160004e+01 8.83367468e-02 2.25605083e-01 4.88602888e-01 0.00000000e+00 -1.00000000e+300
3.21516395e+00 8.51562213e-01 7.69395187e+01 4.13970509e-02 2.82850243e-01 3.19154266e-01 0.00000000e+00 -1.00000000e+300
3.43367709e+00 9.52086237e-01 6.98132691e+01 7.68369058e-02 5.93819529e-01 1.59153886e-01 0.00000000e+00 -1.00000000e+300
3.22228925e+00 1.06042937e+00 2.93066194e+01 7.64987130e-03 2.14384124e-02 1.71267233e-01 0.00000000e+00 -1.00000000e+300
2.14033651e+00 9.97643536e-01 5.08923069e+01 6.84736196e-02 3.35831666e-01 6.28883681e-01 0.00000000e+00 -1.00000000e+300
3.70838502e+00 8.67446233e-01 7.48910031e+01 2.62483327e-02 2.70737277e-01 7.01093904e-01 0.00000000e+00 -1.00000000e+300
3.33507123e+00 1.15922766e+00 5.56565517e+01 2.71117698e-02 7.69700847e-01 6.54979507e-01 0.00000000e+00 -1.00000000e+300
1.71376589e+00 1.05212902e+00 3.05552276e+01 4.52880801e-02 7.01240932e-01 7.25826917e-01 0.00000000e+00 -1.00000000e+300
3.66384192e+00 8.11712656e-01 8.52646490e+01 3.33972359e-02 6.84317440e-02 4.03591734e-01 0.00000000e+00 -1.00000000e+300
2.67328674e+00 8.74918506e-01 9.06480663e+01 4.86372207e-02 3.98037089e-01 5.47809143e-01 0.00000000e+00 -1.00000000e+300
3.77667302e+00 9.35637390e-01 9.99055414e+01 6.97022043e-02 8.55737057e-02 6.92348402e-01 0.00000000e+00 -1.00000000e+300
3.71950754e+00 1.08306308e+00 9.91537137e+01 4.12128910e-02 6.53001670e-01 1.00848216e-01 0.00000000e+00 -1.00000000e+300
3.01035137e+00 9.76122532e-01 3.68567357e+01 6.71228260e-02 7.29059172e-01 4.08020812e-01 0.00000000e+00 -1.00000000e+300
2.64338563e+00 1.16115064e+00 4.37294779e+01 9.24582211e-02 8.00337869e-01 4.09092285e-01 0.00000000e+00 -1.00000000e+300
3.82080139e+00 1.03120529e+00 4.05659249e+01 5.26733667e-02 7.44537219e-01 5.16864507e-01 0.00000000e+00 -1.00000000e+300
2.91905392e+00 1.14219455e+00 5.18377722e+01 8.55932318e-02 4.84810067e-01 2.42301620e-01 0.00000000e+00 -1.00000000e+300
3.08281156e+00 9.94810790e-01 6.17671087e+01 7.87567805e-02 7.47882022e-01 9.16358340e-02 0.00000000e+00 -1.00000000e+300
2.66824835e+00 1.17079255e+00 4.01461721e+01 7.47787570e-02 7.51426898e-01 8.23415965e-02 0.00000000e+00 -1.00000000e+300
2.85643954e+00 1.09351388e+00 8.63683945e+01 4.64855476e-02 6.98143091e-01 3.94121979e-01 0.00000000e+00 -1.00000000e+300
2.16428297e+00 1.17445200e+00 2.22395760e+01 3.74876841e-02 7.80221817e-01 3.48546422e-02 0.00000000e+00 -1.00000000e+300
